,parcode,trial,rt,choice,item_left,item_right
258,3,18,2165,1,2.0,1.0
259,3,19,2011,1,2.0,1.0
260,3,20,4543,1,1.0,1.0
261,3,21,3104,-1,2.0,4.0
262,3,22,3357,1,2.0,1.0
263,3,23,2669,-1,1.0,3.0
264,3,24,3132,1,2.0,1.0
265,3,25,8554,1,2.0,2.0
266,3,26,4247,-1,4.0,4.0
267,3,27,4917,-1,2.0,3.0
268,3,28,5040,1,2.0,2.0
269,3,29,2385,1,4.0,1.0
270,3,30,2413,-1,2.0,3.0
271,3,31,2459,-1,2.0,4.0
272,3,32,4277,-1,3.0,2.0
273,3,33,3671,1,1.0,2.0
274,3,34,1866,1,4.0,1.0
275,3,35,2340,-1,2.0,2.0
276,3,36,4751,-1,1.0,4.0
277,3,37,5185,1,1.0,1.0
278,3,38,2073,1,3.0,1.0
279,3,39,2031,-1,1.0,3.0
280,3,40,1964,-1,3.0,3.0
281,3,41,2323,1,3.0,1.0
282,3,42,2812,1,3.0,2.0
283,3,43,2225,-1,1.0,1.0
284,3,44,1786,1,3.0,2.0
285,3,45,1676,-1,2.0,1.0
286,3,46,2207,-1,1.0,2.0
287,3,47,1493,-1,1.0,2.0
288,3,48,5068,1,3.0,2.0
289,3,49,3112,1,3.0,4.0
290,3,50,4139,1,2.0,3.0
291,3,51,2312,1,4.0,2.0
292,3,52,2852,-1,1.0,2.0
293,3,53,3026,1,3.0,4.0
294,3,54,3254,-1,2.0,4.0
295,3,55,2383,-1,1.0,3.0
296,3,56,2269,1,4.0,1.0
297,3,57,1511,-1,1.0,4.0
298,3,58,14774,-1,3.0,3.0
299,3,59,2133,1,3.0,1.0
300,3,60,3904,1,4.0,2.0
301,3,61,3875,-1,2.0,2.0
302,3,62,2880,-1,1.0,2.0
303,3,63,1806,-1,1.0,2.0
304,3,64,2263,-1,2.0,4.0
305,3,65,7731,1,4.0,2.0
306,3,66,3051,-1,2.0,3.0
307,3,67,2542,-1,2.0,4.0
308,3,68,3003,1,4.0,2.0
309,3,69,2876,1,4.0,4.0
310,3,70,1992,1,2.0,2.0
311,3,71,2447,-1,2.0,2.0
312,3,72,4018,-1,1.0,4.0
313,3,73,3263,1,2.0,3.0
314,3,74,2281,-1,1.0,1.0
315,3,75,6951,-1,2.0,2.0
316,3,76,3526,1,3.0,2.0
317,3,77,2094,1,4.0,2.0
318,3,78,3462,-1,4.0,4.0
319,3,79,1916,1,2.0,3.0
320,3,80,4374,-1,3.0,2.0
321,3,81,1255,1,1.0,4.0
322,3,82,2214,1,2.0,1.0
323,3,83,1485,1,4.0,1.0
324,3,84,1662,1,2.0,1.0
325,3,85,1511,-1,2.0,3.0
326,3,86,2811,-1,3.0,4.0
327,3,87,2105,1,4.0,1.0
328,3,88,1197,-1,1.0,3.0
329,3,89,1095,-1,1.0,2.0
330,3,90,2910,-1,3.0,2.0
331,3,91,430,-1,1.0,2.0
332,3,92,2373,1,4.0,1.0
333,3,93,1275,-1,2.0,4.0
334,3,94,2077,-1,2.0,2.0
335,3,95,4286,1,4.0,2.0
336,3,96,3626,-1,4.0,4.0
337,3,97,2098,-1,4.0,4.0
338,3,98,2018,-1,2.0,2.0
339,3,99,2155,-1,2.0,2.0
340,3,100,1312,-1,1.0,4.0
341,3,101,2025,-1,1.0,1.0
342,3,102,2711,-1,2.0,1.0
343,3,103,1879,1,1.0,2.0
344,3,104,2481,1,4.0,2.0
345,3,105,1066,-1,3.0,2.0
346,3,106,1863,1,4.0,3.0
347,3,107,6252,-1,2.0,2.0
348,3,108,1516,1,2.0,2.0
349,3,109,1693,-1,1.0,3.0
350,3,110,1415,1,4.0,2.0
351,3,111,1477,1,3.0,1.0
352,3,112,1115,-1,2.0,2.0
353,3,113,2117,-1,2.0,4.0
354,3,114,3668,1,3.0,1.0
355,3,115,1212,1,3.0,3.0
356,3,116,1658,1,4.0,2.0
357,3,117,1081,-1,2.0,2.0
358,3,118,1605,1,2.0,2.0
359,3,119,2735,1,4.0,4.0
360,4,0,4777,-1,0.0,3.0
361,4,1,7090,-1,1.0,3.0
362,4,2,4338,1,4.0,1.0
363,4,3,11097,-1,3.0,3.0
364,4,4,5289,-1,3.0,3.0
365,4,5,3754,1,3.0,2.0
366,4,6,3146,-1,1.0,3.0
367,4,7,2635,1,5.0,4.0
368,4,8,3422,-1,0.0,2.0
369,4,9,9677,1,5.0,3.0
370,4,10,2342,-1,0.0,1.0
371,4,11,2643,1,4.0,2.0
372,4,12,2593,-1,3.0,4.0
373,4,13,2975,-1,0.0,1.0
374,4,14,3094,-1,3.0,3.0
375,4,15,2419,1,2.0,0.0
376,4,16,9847,1,4.0,3.0
377,4,17,2667,1,3.0,1.0
378,4,18,2451,1,2.0,0.0
379,4,19,1832,-1,0.0,1.0
380,4,20,4519,-1,1.0,3.0
381,4,21,2357,-1,1.0,3.0
382,4,22,2320,-1,1.0,3.0
383,4,23,3029,-1,1.0,4.0
384,4,24,3476,-1,2.0,5.0
385,4,25,2531,1,3.0,0.0
386,4,26,4449,-1,3.0,3.0
387,4,27,2778,1,4.0,0.0
388,4,28,3198,1,4.0,0.0
389,4,29,2604,1,3.0,0.0
390,4,30,1736,-1,0.0,4.0
391,4,31,1528,-1,0.0,3.0
392,4,32,7987,-1,0.0,0.0
393,4,33,1808,-1,1.0,2.0
394,4,34,7586,1,3.0,3.0
395,4,35,2152,1,3.0,0.0
396,4,36,5162,1,3.0,4.0
397,4,37,4705,1,3.0,1.0
398,4,38,8093,-1,3.0,5.0
399,4,39,8516,-1,1.0,3.0
400,4,40,8523,1,4.0,3.0
401,4,41,2491,1,3.0,1.0
402,4,42,2304,-1,0.0,2.0
403,4,43,2587,1,4.0,1.0
404,4,44,2710,1,5.0,2.0
405,4,45,4325,1,2.0,1.0
406,4,46,2295,1,2.0,1.0
407,4,47,2445,-1,3.0,2.0
408,4,48,3839,1,4.0,3.0
409,4,49,2748,1,4.0,1.0
410,4,50,2838,1,2.0,2.0
411,4,51,5352,1,4.0,5.0
412,4,52,3472,-1,2.0,4.0
413,4,53,1811,-1,3.0,3.0
414,4,54,3039,1,2.0,0.0
415,4,55,2841,1,1.0,1.0
416,4,56,11103,1,3.0,1.0
417,4,57,1573,-1,2.0,5.0
418,4,58,1916,1,4.0,0.0
419,4,59,3020,1,1.0,0.0
420,4,60,3972,1,5.0,3.0
421,4,61,3019,-1,3.0,3.0
422,4,62,6740,1,2.0,3.0
423,4,63,2329,1,3.0,3.0
424,4,64,4697,-1,3.0,5.0
425,4,65,6004,-1,1.0,3.0
426,4,66,2018,1,3.0,0.0
427,4,67,2470,1,1.0,4.0
428,4,68,2635,1,4.0,4.0
429,4,69,1999,1,3.0,1.0
430,4,70,3486,-1,2.0,3.0
431,4,71,1772,1,3.0,3.0
432,4,72,3926,1,3.0,1.0
433,4,73,2001,-1,0.0,3.0
434,4,74,2195,-1,4.0,5.0
435,4,75,2002,-1,0.0,4.0
436,4,76,1932,1,1.0,0.0
437,4,77,2868,1,2.0,5.0
438,4,78,2314,-1,1.0,2.0
439,4,79,2149,1,3.0,4.0
440,4,80,4482,1,1.0,2.0
441,4,81,2049,1,2.0,3.0
442,4,82,2621,-1,3.0,2.0
443,4,83,3313,-1,3.0,3.0
444,4,84,1616,-1,4.0,3.0
445,4,85,1869,1,5.0,2.0
446,4,86,4355,1,3.0,1.0
447,4,87,1976,-1,1.0,3.0
448,4,88,1653,-1,1.0,3.0
449,4,89,2198,-1,2.0,4.0
450,4,90,1692,1,3.0,1.0
451,4,91,1836,-1,0.0,3.0
452,4,92,1472,1,3.0,3.0
453,4,93,4448,1,5.0,2.0
454,4,94,1249,-1,1.0,4.0
455,4,95,5278,-1,2.0,2.0
456,4,96,2021,-1,0.0,3.0
457,4,97,7385,1,3.0,3.0
458,4,98,2576,-1,4.0,3.0
459,4,99,1866,1,2.0,1.0
460,4,100,4400,1,3.0,3.0
461,4,101,1694,1,1.0,0.0
462,4,102,2222,1,5.0,4.0
463,4,103,1475,-1,1.0,4.0
464,4,104,4503,-1,3.0,4.0
465,4,105,1636,1,2.0,1.0
