,parcode,trial,fix_item,fix_time
1368,3,71,1,674
1369,3,71,2,390
1370,3,71,1,604
1371,3,71,2,279
1373,3,72,2,596
1374,3,72,1,758
1375,3,72,2,2040
1376,3,72,1,624
1378,3,73,2,1145
1379,3,73,1,1300
1380,3,73,2,818
1381,3,74,3,169
1382,3,74,1,698
1383,3,74,2,1414
1385,3,75,2,761
1386,3,75,1,746
1387,3,75,2,940
1388,3,75,1,856
1389,3,75,0,436
1390,3,75,1,836
1391,3,75,0,126
1392,3,75,1,760
1393,3,75,2,1490
1395,3,76,2,512
1396,3,76,1,1182
1397,3,76,2,1832
1398,3,77,3,172
1399,3,77,1,756
1400,3,77,2,1166
1402,3,78,2,825
1403,3,78,1,576
1404,3,78,2,842
1405,3,78,1,1219
1407,3,79,2,509
1408,3,79,1,1068
1409,3,79,2,339
1411,3,80,2,191
1412,3,80,0,330
1413,3,80,2,420
1414,3,80,1,764
1415,3,80,2,1956
1416,3,80,0,202
1417,3,80,1,511
1419,3,81,2,516
1420,3,81,1,739
1422,3,82,2,465
1423,3,82,1,586
1424,3,82,2,1163
1426,3,83,2,412
1427,3,83,1,1073
1429,3,84,2,872
1430,3,84,1,790
1432,3,85,2,751
1433,3,85,1,760
1435,3,86,2,426
1436,3,86,1,1378
1437,3,86,2,1007
1439,3,87,2,1288
1440,3,87,1,817
1442,3,88,2,442
1443,3,88,1,755
1445,3,89,2,402
1446,3,89,1,693
1448,3,90,2,410
1449,3,90,1,1710
1450,3,90,2,790
1452,3,91,2,430
1454,3,92,2,397
1455,3,92,1,560
1456,3,92,2,560
1457,3,92,1,532
1458,3,92,2,324
1460,3,93,2,391
1461,3,93,1,884
1463,3,94,2,369
1464,3,94,1,1022
