,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,0.1000039301246597,0.9210293516494736,0.006789670886576754,0.0678940405453376,-0.13206923336090728,0.1456485751340608,29.0,31.0,0.7799784875325173
glam_nobias,glam_nobias,10.139294520669257,4.8175868433440956e-11,1.0011287696191995,0.09873751744545622,0.7991878721491575,1.2030696670892413,29.0,31.0,0.7799784875325173
