,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,-3.839053424975865,0.0006182215605684617,-987.3009704856764,257.17302188673847,-1513.2788580052763,-461.3230829660765,29.0,31.0,0.9036984702428411
glam_nobias,glam_nobias,16.49658995341811,2.8195910754006153e-16,1.3850232925531918,0.08395815719879815,1.2133095807513725,1.556737004355011,29.0,31.0,0.9036984702428411
