,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,11.275488383319523,4.049703424524861e-12,0.4205244965112636,0.03729545738642857,0.34424672154764285,0.49680227147488437,29.0,31.0,0.05487625056119427
glam_nobias,glam_nobias,-1.2976180438547393,0.2046460551776232,-2.9844897645906086,2.299975542668012,-7.6884679206354765,1.7194883914542594,29.0,31.0,0.05487625056119427
