,parcode,rt,choice,trial,item_left,item_right
146,2,5489,1,26,-1.2462178784509599,-1.2462178784509617
147,2,6380,-1,27,-0.597896438794392,-1.8945393181075294
148,2,3385,1,28,-0.597896438794392,1.3470678801753113
149,2,4479,1,29,-0.597896438794392,-0.5978964387943939
150,2,3546,-1,30,0.6987464405187437,-1.2462178784509617
151,2,3266,1,31,-1.8945393181075276,0.6987464405187417
152,2,2267,1,32,0.6987464405187437,1.3470678801753113
153,2,3808,-1,33,0.6987464405187437,0.050425000862173885
154,2,4033,-1,34,-1.2462178784509599,0.050425000862173885
155,2,3093,-1,35,0.6987464405187437,-0.5978964387943939
156,2,3486,1,36,1.3470678801753133,0.050425000862173885
157,2,5401,-1,37,1.3470678801753133,-0.5978964387943939
158,2,2833,-1,38,-0.597896438794392,1.3470678801753113
159,2,1746,-1,39,1.563175026727502,-0.5978964387943939
160,2,2741,1,40,-0.597896438794392,0.6987464405187417
161,2,2186,-1,41,1.563175026727502,-1.2462178784509617
162,2,2803,-1,42,1.3470678801753133,0.6987464405187417
163,2,1702,-1,43,1.563175026727502,0.050425000862173885
164,2,2152,-1,44,0.6987464405187437,0.6987464405187417
165,2,1414,1,45,0.6987464405187437,-1.2462178784509617
166,2,1979,1,46,-0.597896438794392,0.050425000862173885
167,2,1929,1,47,-0.597896438794392,0.050425000862173885
168,2,1618,-1,48,1.563175026727502,-1.2462178784509617
169,2,1534,-1,49,0.6987464405187437,1.5631750267275
170,2,1384,-1,50,0.050425000862175814,-0.5978964387943939
171,2,1343,1,51,0.6987464405187437,1.5631750267275
172,2,1683,1,52,0.6987464405187437,1.5631750267275
173,2,2062,1,53,-1.2462178784509599,1.3470678801753113
174,2,1539,1,54,-1.2462178784509599,-0.5978964387943939
175,2,1601,1,55,-1.2462178784509599,-1.2462178784509617
176,2,1858,-1,56,1.3470678801753133,0.6987464405187417
177,2,1467,1,57,-0.597896438794392,-0.5978964387943939
178,2,1867,-1,58,-1.2462178784509599,-1.2462178784509617
179,2,1450,-1,59,0.6987464405187437,-1.8945393181075294
180,2,2378,-1,60,-1.2462178784509599,-0.5978964387943939
181,2,2138,1,61,0.050425000862175814,-0.5978964387943939
182,2,1414,-1,62,1.563175026727502,0.6987464405187417
183,2,1971,-1,63,-1.2462178784509599,0.050425000862173885
184,2,1983,1,64,-1.2462178784509599,0.6987464405187417
185,2,2258,1,65,-1.2462178784509599,0.6987464405187417
186,2,1400,1,66,-0.597896438794392,0.6987464405187417
187,2,1192,1,67,-0.597896438794392,1.5631750267275
188,2,1291,1,68,-1.2462178784509599,0.6987464405187417
189,2,1035,1,69,0.050425000862175814,0.6987464405187417
190,2,2068,1,70,1.3470678801753133,-0.5978964387943939
191,2,1164,1,71,-0.597896438794392,1.5631750267275
192,2,1482,-1,72,-1.2462178784509599,-0.5978964387943939
193,2,1122,1,73,0.050425000862175814,1.5631750267275
194,2,1763,1,74,1.3470678801753133,0.6987464405187417
195,2,2008,1,75,-1.2462178784509599,0.050425000862173885
196,2,1831,1,76,1.3470678801753133,-0.5978964387943939
197,2,2109,-1,77,0.050425000862175814,-0.5978964387943939
198,2,1709,1,78,-1.2462178784509599,-0.5978964387943939
199,2,1236,-1,79,-0.597896438794392,-1.8945393181075294
200,2,1524,1,80,0.6987464405187437,1.5631750267275
201,2,1581,1,81,-1.2462178784509599,-0.5978964387943939
202,2,1901,1,82,0.6987464405187437,1.3470678801753113
203,2,1353,-1,83,0.050425000862175814,-0.5978964387943939
204,2,1977,1,84,0.050425000862175814,1.5631750267275
205,2,2311,-1,85,-1.2462178784509599,-1.2462178784509617
206,2,4034,1,86,0.050425000862175814,0.6987464405187417
207,2,4496,-1,87,1.3470678801753133,-1.2462178784509617
208,2,3360,1,88,-1.2462178784509599,0.6987464405187417
209,2,2518,1,89,0.6987464405187437,1.3470678801753113
210,2,2633,-1,90,-0.597896438794392,1.5631750267275
211,2,1823,-1,91,1.563175026727502,0.6987464405187417
212,2,1877,-1,92,0.050425000862175814,-0.5978964387943939
213,2,1594,-1,93,1.563175026727502,0.6987464405187417
214,2,1612,-1,94,0.050425000862175814,-0.5978964387943939
215,2,1802,-1,95,1.563175026727502,-0.5978964387943939
216,2,1411,-1,96,0.6987464405187437,-1.2462178784509617
217,2,1388,-1,97,1.563175026727502,-0.5978964387943939
218,2,1358,1,98,0.6987464405187437,0.050425000862173885
219,2,1781,-1,99,-0.597896438794392,1.3470678801753113
220,2,1297,-1,100,-1.8945393181075276,-0.5978964387943939
221,2,1113,-1,101,0.6987464405187437,-1.2462178784509617
222,2,2545,-1,102,-0.597896438794392,0.6987464405187417
223,2,1569,-1,103,0.050425000862175814,1.3470678801753113
224,2,2018,-1,104,-0.597896438794392,-1.2462178784509617
225,2,1145,1,105,-0.597896438794392,0.6987464405187417
226,2,1527,-1,106,0.6987464405187437,0.050425000862173885
227,2,1212,1,107,-1.2462178784509599,-0.5978964387943939
228,2,1160,1,108,-0.597896438794392,-1.2462178784509617
229,2,1098,1,109,-1.8945393181075276,-0.5978964387943939
230,2,1057,-1,110,0.6987464405187437,-1.2462178784509617
231,2,838,1,111,-1.8945393181075276,1.5631750267275
232,2,1373,-1,112,-0.597896438794392,-0.5978964387943939
233,2,1476,-1,113,1.563175026727502,0.050425000862173885
234,2,1187,-1,114,0.6987464405187437,-0.5978964387943939
235,2,1047,1,115,0.050425000862175814,-1.2462178784509617
236,2,1063,1,116,-1.2462178784509599,0.6987464405187417
237,2,861,-1,117,0.050425000862175814,0.050425000862173885
238,2,1220,-1,118,0.6987464405187437,0.050425000862173885
239,2,757,1,119,-1.2462178784509599,1.5631750267275
240,3,4203,-1,0,0.029681156073202937,-1.1575650868549052
241,3,4734,1,1,-1.602782427952945,-1.009159306488892
242,3,4187,-1,2,0.6233042775372568,-1.4543766475869324
243,3,2945,-1,3,1.1179902120906349,1.117990212090634
244,3,3554,1,4,-1.1575650868549043,0.17808693643921542
245,3,5791,1,5,0.029681156073202937,0.9201158382692827
246,3,630,-1,6,0.029681156073202937,-0.1187246242928113
247,3,3815,-1,7,0.1780869364392163,-0.8112849326675406
248,3,5328,1,8,0.47489849717124344,1.117990212090634
249,3,6404,-1,9,-1.602782427952945,-1.009159306488892
250,3,2052,-1,10,1.1179902120906349,-1.6027824279529457
251,3,5112,1,11,-0.5639419653908507,-0.1187246242928113
252,3,2769,-1,12,-0.8607535261228777,-1.8501253952296348
253,3,3526,-1,13,-1.4543766475869315,-0.8607535261228786
254,3,6337,1,14,-0.11872462429281043,0.7717100579032693
255,3,2655,-1,15,0.6233042775372568,-1.7511882083189592
256,3,2385,1,16,0.1780869364392163,0.6233042775372559
257,3,1899,1,17,0.7717100579032702,0.6233042775372559
258,3,2165,1,18,0.029681156073202937,1.117990212090634
259,3,2011,1,19,0.1780869364392163,1.117990212090634
260,3,4543,1,20,1.1179902120906349,1.117990212090634
261,3,3104,-1,21,0.7717100579032702,-1.8501253952296348
262,3,3357,1,22,0.7717100579032702,1.0685216186352964
263,3,2669,-1,23,1.1179902120906349,-0.26713040465882465
264,3,3132,1,24,0.47489849717124344,1.117990212090634
265,3,8554,1,25,0.1780869364392163,0.47489849717124255
266,3,4247,-1,26,-1.850125395229634,-1.1575650868549052
267,3,4917,-1,27,0.9201158382692836,-0.1187246242928113
268,3,5040,1,28,0.7717100579032702,0.029681156073202056
269,3,2385,1,29,-1.1575650868549043,1.117990212090634
270,3,2413,-1,30,0.9201158382692836,-0.8112849326675406
271,3,2459,-1,31,0.1780869364392163,-1.1575650868549052
272,3,4277,-1,32,-0.11872462429281043,0.7717100579032693
273,3,3671,1,33,1.0685216186352973,0.9201158382692827
274,3,1866,1,34,-1.850125395229634,1.117990212090634
275,3,2340,-1,35,0.6233042775372568,0.47489849717124255
276,3,4751,-1,36,1.1179902120906349,-1.6027824279529457
277,3,5185,1,37,1.1179902120906349,1.117990212090634
278,3,2073,1,38,-0.8607535261228777,1.0685216186352964
279,3,2031,-1,39,1.1179902120906349,-0.8607535261228786
280,3,1964,-1,40,-0.11872462429281043,-1.009159306488892
281,3,2323,1,41,-0.8607535261228777,1.117990212090634
282,3,2812,1,42,-0.11872462429281043,0.9201158382692827
283,3,2225,-1,43,1.1179902120906349,1.117990212090634
284,3,1786,1,44,-0.8112849326675398,0.9201158382692827
285,3,1676,-1,45,0.9201158382692836,1.0685216186352964
286,3,2207,-1,46,1.1179902120906349,0.7717100579032693
287,3,1493,-1,47,1.1179902120906349,0.6233042775372559
288,3,5068,1,48,-1.009159306488891,0.6233042775372559
289,3,3112,1,49,-1.009159306488891,-1.6027824279529457
290,3,4139,1,50,0.6233042775372568,-0.5639419653908516
291,3,2312,1,51,-1.7511882083189583,0.6233042775372559
292,3,2852,-1,52,1.1179902120906349,0.7717100579032693
293,3,3026,1,53,-0.8607535261228777,-1.4543766475869324
294,3,3254,-1,54,0.47489849717124344,-1.1575650868549052
295,3,2383,-1,55,1.1179902120906349,-1.009159306488892
296,3,2269,1,56,-1.602782427952945,1.117990212090634
297,3,1511,-1,57,1.0685216186352973,-1.6027824279529457
298,3,14774,-1,58,-0.11872462429281043,-0.5639419653908516
299,3,2133,1,59,-1.009159306488891,1.117990212090634
300,3,3904,1,60,-1.7511882083189583,0.029681156073202056
301,3,3875,-1,61,0.9201158382692836,0.9201158382692827
302,3,2880,-1,62,1.1179902120906349,0.47489849717124255
303,3,1806,-1,63,1.1179902120906349,0.47489849717124255
304,3,2263,-1,64,0.7717100579032702,-1.7017196148636216
305,3,7731,1,65,-1.4543766475869315,0.6233042775372559
306,3,3051,-1,66,0.7717100579032702,-0.1187246242928113
307,3,2542,-1,67,0.6233042775372568,-1.4543766475869324
308,3,3003,1,68,-1.1575650868549043,0.17808693643921542
309,3,2876,1,69,-1.4543766475869315,-1.6027824279529457
310,3,1992,1,70,0.029681156073202937,0.47489849717124255
311,3,2447,-1,71,0.9201158382692836,0.029681156073202056
312,3,4018,-1,72,1.1179902120906349,-1.1575650868549052
313,3,3263,1,73,0.7717100579032702,-0.1187246242928113
314,3,2281,-1,74,1.1179902120906349,1.117990212090634
315,3,6951,-1,75,0.7717100579032702,0.6233042775372559
316,3,3526,1,76,-0.8112849326675398,0.17808693643921542
317,3,2094,1,77,-1.850125395229634,0.7717100579032693
318,3,3462,-1,78,-1.1575650868549043,-1.7017196148636216
319,3,1916,1,79,0.029681156073202937,-0.26713040465882465
320,3,4374,-1,80,-0.11872462429281043,0.029681156073202056
321,3,1255,1,81,1.1179902120906349,-1.8501253952296348
322,3,2214,1,82,0.6233042775372568,1.117990212090634
323,3,1485,1,83,-1.602782427952945,1.0685216186352964
324,3,1662,1,84,0.7717100579032702,1.117990212090634
325,3,1511,-1,85,0.6233042775372568,-1.009159306488892
326,3,2811,-1,86,-1.009159306488891,-1.6027824279529457
327,3,2105,1,87,-1.602782427952945,1.117990212090634
328,3,1197,-1,88,1.1179902120906349,-1.009159306488892
329,3,1095,-1,89,1.1179902120906349,0.029681156073202056
330,3,2910,-1,90,-0.5639419653908507,0.6233042775372559
331,3,430,-1,91,1.1179902120906349,0.17808693643921542
332,3,2373,1,92,-1.1575650868549043,1.117990212090634
333,3,1275,-1,93,0.029681156073202937,-1.7511882083189592
334,3,2077,-1,94,0.47489849717124344,0.17808693643921542
335,3,4286,1,95,-1.1575650868549043,0.029681156073202056
336,3,3626,-1,96,-1.1575650868549043,-1.8501253952296348
337,3,2098,-1,97,-1.602782427952945,-1.4543766475869324
338,3,2018,-1,98,0.6233042775372568,0.7717100579032693
339,3,2155,-1,99,0.029681156073202937,0.7717100579032693
340,3,1312,-1,100,1.1179902120906349,-1.1575650868549052
341,3,2025,-1,101,1.1179902120906349,1.117990212090634
342,3,2711,-1,102,0.7717100579032702,1.117990212090634
343,3,1879,1,103,1.0685216186352973,0.7717100579032693
344,3,2481,1,104,-1.1575650868549043,0.47489849717124255
345,3,1066,-1,105,-0.26713040465882376,0.029681156073202056
346,3,1863,1,106,-1.850125395229634,-0.8607535261228786
347,3,6252,-1,107,0.6233042775372568,0.7717100579032693
348,3,1516,1,108,0.47489849717124344,0.6233042775372559
349,3,1693,-1,109,1.0685216186352973,-0.8607535261228786
350,3,1415,1,110,-1.4543766475869315,0.6233042775372559
351,3,1477,1,111,-1.009159306488891,1.117990212090634
352,3,1115,-1,112,0.47489849717124344,0.029681156073202056
353,3,2117,-1,113,0.1780869364392163,-1.1575650868549052
354,3,3668,1,114,-0.26713040465882376,1.117990212090634
355,3,1212,1,115,-1.009159306488891,-0.1187246242928113
356,3,1658,1,116,-1.7017196148636207,0.7717100579032693
357,3,1081,-1,117,0.6233042775372568,0.17808693643921542
358,3,1605,1,118,0.9201158382692836,0.9201158382692827
359,3,2735,1,119,-1.7017196148636207,-1.1575650868549052
360,4,4777,-1,0,1.261973587906544,-0.2636360517683874
361,4,7090,-1,1,1.1816783437131269,-0.2636360517683874
362,4,4338,1,2,-1.2271789820893941,1.1816783437131246
363,4,11097,-1,3,-0.504521784348638,-0.2636360517683874
364,4,5289,-1,4,-0.2636360517683861,-0.5045217843486391
365,4,3754,1,5,-0.504521784348638,0.45902114597236865
366,4,3146,-1,6,0.6999068785526222,-0.5045217843486391
367,4,2635,1,7,-1.468064714669646,-0.9862932495091427
368,4,3422,-1,8,1.261973587906544,0.45902114597236865
369,4,9677,1,9,-2.6724933775709068,-0.5045217843486391
370,4,2342,-1,10,1.261973587906544,1.1816783437131246
371,4,2643,1,11,-0.74540751692889,0.45902114597236865
372,4,2593,-1,12,-0.2636360517683861,-1.2271789820893948
373,4,2975,-1,13,1.261973587906544,1.1816783437131246
374,4,3094,-1,14,-0.2636360517683861,-0.5045217843486391
375,4,2419,1,15,0.21813541339211842,1.2619735879065417
376,4,9847,1,16,-0.9862932495091418,-0.2636360517683874
377,4,2667,1,17,-0.2636360517683861,1.1816783437131246
378,4,2451,1,18,0.21813541339211842,1.2619735879065417
379,4,1832,-1,19,1.261973587906544,1.1816783437131246
380,4,4519,-1,20,1.1816783437131269,-0.2636360517683874
381,4,2357,-1,21,1.1816783437131269,-0.5045217843486391
382,4,2320,-1,22,0.6999068785526222,-0.022750319188134895
383,4,3029,-1,23,0.6999068785526222,-1.2271789820893948
384,4,3476,-1,24,0.21813541339211842,-1.4680647146696466
385,4,2531,1,25,-0.2636360517683861,1.2619735879065417
386,4,4449,-1,26,-0.02275031918813348,-0.2636360517683874
387,4,2778,1,27,-0.9862932495091418,1.2619735879065417
388,4,3198,1,28,-0.74540751692889,1.2619735879065417
389,4,2604,1,29,-0.2636360517683861,1.2619735879065417
390,4,1736,-1,30,1.261973587906544,-1.2271789820893948
391,4,1528,-1,31,1.261973587906544,-0.5045217843486391
392,4,7987,-1,32,1.261973587906544,1.2619735879065417
393,4,1808,-1,33,1.1816783437131269,0.2181354133921169
394,4,7586,1,34,-0.2636360517683861,-0.2636360517683874
395,4,2152,1,35,-0.2636360517683861,1.2619735879065417
396,4,5162,1,36,-0.2636360517683861,-0.745407516928891
397,4,4705,1,37,-0.2636360517683861,1.1816783437131246
398,4,8093,-1,38,-0.2636360517683861,-2.431607644990654
399,4,8516,-1,39,0.6999068785526222,-0.022750319188134895
400,4,8523,1,40,-1.2271789820893941,-0.5045217843486391
401,4,2491,1,41,-0.2636360517683861,1.1816783437131246
402,4,2304,-1,42,1.261973587906544,0.2181354133921169
403,4,2587,1,43,-0.9862932495091418,1.1816783437131246
404,4,2710,1,44,-2.431607644990654,0.2181354133921169
405,4,4325,1,45,0.21813541339211842,1.1816783437131246
406,4,2295,1,46,0.21813541339211842,1.1816783437131246
407,4,2445,-1,47,-0.02275031918813348,0.2181354133921169
408,4,3839,1,48,-1.2271789820893941,-0.2636360517683874
409,4,2748,1,49,-1.2271789820893941,0.6999068785526205
410,4,2838,1,50,0.21813541339211842,0.45902114597236865
411,4,5352,1,51,-1.2271789820893941,-2.6724933775709068
412,4,3472,-1,52,0.21813541339211842,-0.9862932495091427
413,4,1811,-1,53,-0.02275031918813348,-0.022750319188134895
414,4,3039,1,54,0.4590211459723703,1.2619735879065417
415,4,2841,1,55,0.6999068785526222,1.1816783437131246
416,4,11103,1,56,-0.02275031918813348,0.6999068785526205
417,4,1573,-1,57,0.21813541339211842,-2.6724933775709068
418,4,1916,1,58,-1.2271789820893941,1.2619735879065417
419,4,3020,1,59,1.1816783437131269,1.2619735879065417
420,4,3972,1,60,-2.431607644990654,-0.2636360517683874
421,4,3019,-1,61,-0.02275031918813348,-0.2636360517683874
422,4,6740,1,62,0.4590211459723703,-0.5045217843486391
423,4,2329,1,63,-0.2636360517683861,-0.022750319188134895
424,4,4697,-1,64,-0.504521784348638,-2.6724933775709068
425,4,6004,-1,65,0.6999068785526222,-0.022750319188134895
426,4,2018,1,66,-0.504521784348638,1.2619735879065417
427,4,2470,1,67,0.9407926111328742,-1.2271789820893948
428,4,2635,1,68,-0.74540751692889,-0.9862932495091427
429,4,1999,1,69,-0.504521784348638,1.1816783437131246
430,4,3486,-1,70,0.21813541339211842,-0.5045217843486391
431,4,1772,1,71,-0.504521784348638,-0.2636360517683874
432,4,3926,1,72,-0.2636360517683861,1.1816783437131246
433,4,2001,-1,73,1.261973587906544,-0.2636360517683874
434,4,2195,-1,74,-0.9862932495091418,-1.4680647146696466
435,4,2002,-1,75,1.261973587906544,-0.9862932495091427
436,4,1932,1,76,1.1816783437131269,1.2619735879065417
437,4,2868,1,77,0.21813541339211842,-2.6724933775709068
438,4,2314,-1,78,0.9407926111328742,0.2181354133921169
439,4,2149,1,79,-0.2636360517683861,-1.2271789820893948
440,4,4482,1,80,1.1816783437131269,0.2181354133921169
441,4,2049,1,81,0.21813541339211842,-0.022750319188134895
442,4,2621,-1,82,-0.504521784348638,0.2181354133921169
443,4,3313,-1,83,-0.504521784348638,-0.2636360517683874
444,4,1616,-1,84,-1.2271789820893941,-0.2636360517683874
445,4,1869,1,85,-2.6724933775709068,0.2181354133921169
446,4,4355,1,86,-0.02275031918813348,0.6999068785526205
447,4,1976,-1,87,1.1816783437131269,-0.2636360517683874
448,4,1653,-1,88,1.1816783437131269,-0.2636360517683874
449,4,2198,-1,89,0.4590211459723703,-0.745407516928891
450,4,1692,1,90,-0.02275031918813348,0.6999068785526205
451,4,1836,-1,91,1.261973587906544,-0.2636360517683874
452,4,1472,1,92,-0.02275031918813348,-0.022750319188134895
453,4,4448,1,93,-2.6724933775709068,0.2181354133921169
454,4,1249,-1,94,1.1816783437131269,-1.2271789820893948
455,4,5278,-1,95,0.4590211459723703,0.2181354133921169
456,4,2021,-1,96,1.261973587906544,-0.2636360517683874
457,4,7385,1,97,-0.2636360517683861,-0.022750319188134895
458,4,2576,-1,98,-0.74540751692889,-0.2636360517683874
459,4,1866,1,99,0.21813541339211842,1.1816783437131246
460,4,4400,1,100,-0.2636360517683861,-0.5045217843486391
461,4,1694,1,101,1.1816783437131269,1.2619735879065417
