,betas,ci0,ci1,df,n,predictors,pvals,r2,se,tvals
const,-0.045160764631436756,-0.19963834504126754,0.10931681577839403,31.0,33.0,const,0.5553429134937773,0.7510256486788418,0.07574236918259862,-0.5962417748323112
glam_full,1.0845409566993576,0.8558012269602454,1.3132806864384698,31.0,33.0,glam_full,7.096782785691076e-11,0.7510256486788418,0.11215406799267232,9.67009914228182
