,Part,TrialN,PairID,LItem,LVal,RItem,RVal,Choice,RT,Conf,ConfRT,BlockCond,DDT,LDwellTime,RDwellTime,GSF,LastFixat,DVal,zDVal,AbsDVal,zAbsDVal,zConf,zRT,DFam,LFam,RFam,TotFam,TotVal,ChosenFam,UnchosenFam,ChosenVal,UnchosenVal,Correct,LValConfBDM,LFamConfBDM,RValConfBDM,RFamConfBDM,zDFam,zTotFam,zTotVal,zChosenVal,zUnchosenVal,zChosenFam,zUnchosenFam,zGSF,zDDT,zAbsDDT,zAbsDFam,zLVal,zRVal,zLFam,zRFam,zLValConfBDM,zLFamConfBDM,zRValConfBDM,zRFamConfBDM,ConfSplit,GSFSplit,DDTSplit,AbsDEv,RTsim
2336,12,177,22,31_beef_jerky.png,1.55,109_kp_roast.png,1.1,0,2123,64,2449,1.0,-771,1129,358,2,1,-0.45,-0.8215838362577487,0.45,0.04506821730708886,-0.9886673383681752,-0.3937987455708426,1.42,3.58,5.0,8.58,2.65,3.58,5.0,1.55,1.1,1,96.67,100.0,91.67,100.0,0.5874523305190681,0.5710280685709545,1.879801544353509,1.7328136981060032,0.9798974042792672,0.07543338673722665,0.7738430963099335,0.03991069993644585,-0.9177039355429212,0.9177039355429212,0.5874523305190681,1.9174124721184242,0.7669649888473686,0.004587000126919614,0.8187795226555992,1.052996999831498,0.5517437304358291,0.6418627659444635,0.5517437304358354,0,0,0,0.702122479907531,1762.0
2337,12,178,34,103_nakd_berry.png,0.5,102_propercorn_worcester.png,0.8,1,1819,100,2093,1.0,390,588,978,2,2,0.30000000000000004,0.5477225575051659,0.30000000000000004,-0.4056139557638007,0.8280246657792159,-0.5504132455373121,1.25,2.58,3.83,6.41,1.3,3.83,2.58,0.8,0.5,1,81.67,81.67,71.67,100.0,0.5171235303865036,-0.2918764640188584,-0.5370861555295767,-0.1766228838289889,-0.6118141153621838,0.21460937702731825,-0.6661417503413929,0.03991069993644585,0.3662466192913288,0.3662466192913288,0.5171235303865036,-0.7669649888473712,-1.7030043793994533e-15,-0.5687880157383499,0.1479307540932345,-0.18040570182961616,-0.9847118190990756,-1.002674169603689,0.5517437304358354,1,1,1,0.7978879296185553,2524.25
2338,12,179,23,42_dairy_milk_fruit_and_nut.png,0.8,116_boots_caramels.png,1.55,1,2069,100,1252,1.0,406,524,930,1,2,0.75,1.3693063937629146,0.75,0.9464325634488688,0.8280246657792159,-0.4216184264859391,-4.17,5.0,0.83,5.83,2.35,0.83,5.0,1.55,0.8,1,76.67,100.0,86.67,66.67,-1.7251240973693762,-0.5225145418539235,1.3427153888239347,1.7328136981060032,0.1840416444585418,-1.4555025064537808,0.7738430963099335,-0.9179460985382528,0.3839410283157457,0.3839410283157457,1.7251240973693762,-1.1353362529329688e-15,1.9174124721184242,0.8187795226556023,-1.572194293502572,-0.5915399357166542,0.5517437304358291,0.2307285320574254,-2.2420404193731334,1,0,1,0.9230513347541216,2103.5
2339,12,180,33,110_bombay_mix.png,0.5,34_hobnob_flapjack.png,0.8,1,1819,86,2308,1.0,72,670,742,2,2,0.30000000000000004,0.5477225575051659,0.30000000000000004,-0.4056139557638007,0.12153333083300825,-0.5504132455373121,-1.25,3.08,1.83,4.91,1.3,1.83,3.08,0.8,0.5,1,76.67,86.67,56.67,71.67,-0.5171235303865036,-0.8883542515233374,-0.5370861555295767,-0.1766228838289889,-0.6118141153621838,-0.8987985452934144,-0.3686242200415321,0.03991069993644585,0.014570239931043269,0.014570239931043269,0.5171235303865036,-0.7669649888473712,-1.7030043793994533e-15,-0.2821005078057152,-0.998819277637303,-0.5915399357166542,-0.5656022856743879,-2.236076871264803,-1.8229308859484457,0,1,1,0.8221265020389756,2349.75
2340,12,181,11,31_beef_jerky.png,1.55,2_maynards_winegums.png,0.35,0,1802,100,1493,1.0,-318,786,468,2,1,-1.2000000000000002,-2.1908902300206634,1.2000000000000002,2.298479082661539,0.8280246657792159,-0.5591712932328052,1.42,3.58,5.0,8.58,1.9,3.58,5.0,1.55,0.35,1,96.67,100.0,66.67,41.67,0.5874523305190681,0.5710280685709545,0.5370861555295724,1.7328136981060032,-1.0097419952725466,0.07543338673722665,0.7738430963099335,0.03991069993644585,-0.4167309800391182,0.4167309800391182,0.5874523305190681,1.9174124721184242,-1.1504474832710572,0.004587000126919614,0.8187795226555992,1.052996999831498,0.5517437304358291,-1.413808403490727,-4.337588086496573,1,1,0,0.9337247207590003,1590.0
2341,12,182,59,39_milkyway.png,0.65,26_yorkie.png,0.5,0,3558,66,1722,1.0,-360,1620,1260,4,1,-0.15000000000000002,-0.2738612787525829,0.15000000000000002,-0.8562961288346906,-0.8877400048044312,0.3454835157840373,0.0,5.0,5.0,10.0,1.15,5.0,5.0,0.65,0.5,1,76.67,100.0,76.67,96.67,-9.18595920016869e-18,1.1356937074085278,-0.8056292332943643,-0.5585102002159874,-0.6118141153621838,0.8659530115849468,0.7738430963099335,1.9556242968858435,-0.4631788037282125,0.4631788037282125,9.18595920016869e-18,-0.38348249442368615,-0.7669649888473721,0.8187795226556023,0.8187795226555992,-0.5915399357166542,0.5517437304358291,-0.5915399357166508,0.27261678117499344,0,1,0,0.6153064444035575,2845.75
2342,12,183,8,107_graze_scream.png,1.4,59_crunchie.png,0.65,0,2240,82,1393,1.0,-1019,1419,400,2,1,-0.7499999999999999,-1.3693063937629144,0.7499999999999999,0.9464325634488684,-0.08032133629447966,-0.3335227702548001,4.42,0.58,5.0,5.58,2.05,0.58,5.0,1.4,0.65,1,86.67,86.67,96.67,100.0,1.8285488034466768,-0.6219275064380034,0.8056292332943595,1.3509263817190045,-0.213886235451821,-1.5946784967438723,0.7738430963099335,0.03991069993644585,-1.1919672754213828,1.1919672754213828,1.8285488034466768,1.5339299776947384,-0.3834824944236869,-1.7155380474688888,0.8187795226555992,0.2307285320574219,-0.5656022856743879,1.0529969998315016,0.5517437304358354,0,1,0,1.4255504211802417,2419.0
2343,12,184,56,2_maynards_winegums.png,0.35,62_cadbury_wispa.png,0.5,1,1748,76,2087,1.0,358,488,846,1,2,0.15000000000000002,0.2738612787525829,0.15000000000000002,-0.8562961288346906,-0.3831033369857115,-0.5869909741479018,0.0,5.0,5.0,10.0,0.85,5.0,5.0,0.5,0.35,1,66.67,41.67,91.67,100.0,-9.18595920016869e-18,1.1356937074085278,-1.342715388823939,-0.940397516602986,-1.0097419952725466,0.8659530115849468,0.7738430963099335,-0.9179460985382528,0.33085780124249503,0.33085780124249503,9.18595920016869e-18,-1.1504474832710565,-0.7669649888473721,0.8187795226556023,0.8187795226555992,-1.4138084034907303,-4.337588086496576,0.6418627659444635,0.5517437304358354,0,0,1,0.803778775287596,2289.25
2344,12,185,27,47_daim.png,0.65,104_graze_sriracha.png,1.4,1,1234,100,1460,1.0,259,399,658,1,2,0.7499999999999999,1.3693063937629144,0.7499999999999999,0.9464325634488684,0.8280246657792159,-0.8517931221175243,-3.17,5.0,1.83,6.83,2.05,1.83,5.0,1.4,0.65,1,91.67,100.0,56.67,66.67,-1.3114252730601732,-0.12486268351760428,0.8056292332943595,1.3509263817190045,-0.213886235451821,-0.8987985452934144,0.7738430963099335,-0.9179460985382528,0.2213736454039156,0.2213736454039156,1.3114252730601732,-0.38348249442368615,1.5339299776947384,0.8187795226556023,-0.998819277637303,0.64186276594446,0.5517437304358291,-2.236076871264803,-2.2420404193731334,1,0,1,0.9103850425841724,2415.0
2345,12,186,30,64_nestle_aero_mint.png,0.5,42_dairy_milk_fruit_and_nut.png,0.8,1,1470,100,1878,1.0,110,434,544,1,2,0.30000000000000004,0.5477225575051659,0.30000000000000004,-0.4056139557638007,0.8280246657792159,-0.7302108129330284,0.17,4.83,5.0,9.83,1.3,5.0,4.83,0.8,0.5,1,91.67,100.0,76.67,100.0,0.07032880013256447,1.0680928914913537,-0.5370861555295767,-0.1766228838289889,-0.6118141153621838,0.8659530115849468,0.6726871360079809,-0.9179460985382528,0.056594461364033365,0.056594461364033365,0.07032880013256447,-0.7669649888473712,-1.7030043793994533e-15,0.7213057699585065,0.8187795226555992,0.64186276594446,0.5517437304358291,-0.5915399357166508,0.5517437304358354,1,0,1,1.0432724376078473,2777.75
