,LVal,RVal,AbsDVal,TotVal,AbsDEv,RTsim,Correct_sim,Choice_sim,Conf_human,zConf_human
16671,1.4,1.25,0.1499999999999999,2.65,0.5852730147184303,2762.0,1,0.0,34,-0.8231528092945116
16672,1.7,0.5,1.2,2.2,0.9710371345816383,2415.0,1,0.0,28,-0.9833338965085788
16673,0.5,0.65,0.15000000000000002,1.15,0.46057064615762666,4632.0,0,0.0,100,0.9388391500602272
16674,0.95,0.8,0.1499999999999999,1.75,0.5245196785641421,2476.0,1,0.0,24,-1.0901212879846236
16675,1.55,1.7,0.1499999999999999,3.25,1.2511509644068064,2798.0,1,1.0,12,-1.4104834624127578
16676,0.65,1.4,0.7499999999999999,2.05,0.9604986582048819,1828.0,1,1.0,64,-0.022247373224175863
16677,0.95,0.5,0.44999999999999996,1.45,0.3879597311720281,2780.0,1,0.0,100,0.9388391500602272
16678,2.0,1.7,0.30000000000000004,3.7,0.4104236398698401,3213.0,1,0.0,4,-1.6240582453648469
16679,0.65,1.4,0.7499999999999999,2.05,0.6245796434958998,2730.0,1,1.0,18,-1.2503023751986906
16680,1.55,0.95,0.6000000000000001,2.5,1.3302589148157946,3433.0,1,0.0,86,0.5650832798940704
16681,1.4,0.65,0.7499999999999999,2.05,1.1240895805884519,2703.0,1,0.0,76,0.29811480120395845
16682,0.5,1.25,0.75,1.75,0.5966917421605373,4047.0,1,1.0,100,0.9388391500602272
16683,1.7,0.2,1.5,1.9,0.9514234704924592,1978.0,1,0.0,100,0.9388391500602272
16684,1.4,1.25,0.1499999999999999,2.65,1.1014818629286338,4133.0,0,1.0,78,0.35150849694198083
16685,0.8,1.1,0.30000000000000004,1.9000000000000001,0.23216348543302623,2420.0,0,0.0,58,-0.182428460438243
16686,0.2,0.95,0.75,1.15,0.803569945821103,1825.0,1,1.0,100,0.9388391500602272
16687,0.65,1.7,1.0499999999999998,2.35,0.7286685661086165,1791.0,1,1.0,78,0.35150849694198083
16688,0.8,0.8,0.0,1.6,0.2770927122955166,2998.0,0,1.0,44,-0.5561843306043996
16689,1.55,0.95,0.6000000000000001,2.5,0.5999313358380707,4316.0,1,0.0,86,0.5650832798940704
16690,0.5,1.7,1.2,2.2,0.8920117309936163,1526.0,1,1.0,100,0.9388391500602272
16691,0.8,0.5,0.30000000000000004,1.3,1.603372764063093,3567.0,1,0.0,100,0.9388391500602272
16692,1.4,0.65,0.7499999999999999,2.05,1.289051887915583,3535.0,1,0.0,88,0.6184769756320927
16693,0.65,0.5,0.15000000000000002,1.15,0.8868717657304243,2144.0,0,1.0,100,0.9388391500602272
16694,1.4,0.8,0.5999999999999999,2.2,0.06963621907404094,4060.0,0,1.0,30,-0.9299402007705564
16695,0.8,1.7,0.8999999999999999,2.5,0.8829621973499574,1828.0,1,1.0,68,0.0845400182518689
16696,1.7,1.4,0.30000000000000004,3.0999999999999996,0.061933789469633904,5247.0,1,0.0,64,-0.022247373224175863
16697,0.35,1.4,1.0499999999999998,1.75,0.30453095011387477,3028.0,1,1.0,100,0.9388391500602272
16698,0.65,1.7,1.0499999999999998,2.35,0.8013390709752218,2362.0,1,1.0,100,0.9388391500602272
16699,1.55,1.1,0.44999999999999996,2.6500000000000004,0.7615427189246508,1857.0,1,0.0,82,0.4582958884180256
16700,0.45,0.15,0.30000000000000004,0.6,1.0236449136576786,2155.0,1,0.0,100,0.9388391500602272
16701,1.4,1.4,0.0,2.8,0.958196860503468,2178.0,0,1.0,78,0.35150849694198083
16702,1.25,1.55,0.30000000000000004,2.8,0.8043628124834883,2055.0,1,1.0,70,0.13793371398989127
16703,0.95,0.35,0.6,1.2999999999999998,0.6886566450563119,5677.0,1,0.0,100,0.9388391500602272
16704,0.8,0.65,0.15000000000000002,1.4500000000000002,0.1455081902673755,3647.0,0,1.0,82,0.4582958884180256
16705,1.7,2.0,0.30000000000000004,3.7,1.0295239003608563,2982.0,0,0.0,100,0.9388391500602272
16706,1.55,0.8,0.75,2.35,0.8792229294440086,2405.0,1,0.0,100,0.9388391500602272
16707,1.55,0.5,1.05,2.05,0.32770700043026735,2743.0,1,0.0,100,0.9388391500602272
16708,0.95,0.95,0.0,1.9,0.22052456697591316,3852.0,0,0.0,100,0.9388391500602272
16709,0.65,0.35,0.30000000000000004,1.0,0.23577316432626672,2341.0,1,0.0,86,0.5650832798940704
16710,2.0,0.95,1.05,2.95,0.7108975661965411,1704.0,1,0.0,100,0.9388391500602272
16711,1.7,2.0,0.30000000000000004,3.7,0.7602798751324331,3399.0,0,0.0,82,0.4582958884180256
16712,0.8,0.95,0.1499999999999999,1.75,0.945775885672235,4091.0,1,1.0,52,-0.34260954765231016
16713,1.85,1.55,0.30000000000000004,3.4000000000000004,1.1038055684967651,2436.0,1,0.0,60,-0.12903476470022066
16714,1.25,0.65,0.6,1.9,0.7032846460877039,5520.0,1,0.0,100,0.9388391500602272
16715,0.5,1.7,1.2,2.2,0.6977143008723311,1280.0,1,1.0,76,0.29811480120395845
16716,0.45,1.4,0.95,1.8499999999999999,1.390175444106777,2567.0,1,1.0,74,0.2447211054659361
16717,1.7,1.25,0.44999999999999996,2.95,0.847366064760263,2905.0,1,0.0,100,0.9388391500602272
16718,0.0,0.8,0.8,0.8,0.5542599750593693,3757.0,1,1.0,100,0.9388391500602272
16719,1.7,0.95,0.75,2.65,1.063218350599631,3663.0,1,0.0,100,0.9388391500602272
16720,2.0,0.95,1.05,2.95,0.8462246836383212,1167.0,1,0.0,100,0.9388391500602272
16721,0.65,1.25,0.6,1.9,0.08685225903728344,2920.0,1,1.0,76,0.29811480120395845
16722,1.55,1.7,0.1499999999999999,3.25,0.6650276852898467,3128.0,1,1.0,82,0.4582958884180256
16723,1.7,0.65,1.0499999999999998,2.35,1.3182311827320106,2732.0,1,0.0,100,0.9388391500602272
16724,0.5,0.95,0.44999999999999996,1.45,0.3734156425913423,2893.0,0,0.0,100,0.9388391500602272
16725,1.4,1.4,0.0,2.8,0.7054983391239852,2433.0,0,0.0,90,0.6718706713701151
16726,0.95,1.55,0.6000000000000001,2.5,1.5426248793967947,4131.0,1,1.0,78,0.35150849694198083
16727,1.1,1.55,0.44999999999999996,2.6500000000000004,0.3107686834083556,2648.0,0,0.0,76,0.29811480120395845
16728,0.65,0.2,0.45,0.8500000000000001,0.8528626909089161,2553.0,1,0.0,80,0.4049021926800032
16729,2.0,1.7,0.30000000000000004,3.7,0.41725378351760123,6271.0,1,0.0,0,-1.7308456368408918
16730,0.15,1.7,1.55,1.8499999999999999,0.5778912530820903,3732.0,1,1.0,100,0.9388391500602272
16731,1.7,1.1,0.5999999999999999,2.8,1.0563219967861275,2081.0,1,0.0,78,0.35150849694198083
16732,0.65,0.95,0.29999999999999993,1.6,0.7061807382133247,2828.0,1,1.0,78,0.35150849694198083
16733,1.25,0.5,0.75,1.75,1.0205657739306502,1590.0,1,0.0,84,0.5116895841560479
16734,1.4,0.35,1.0499999999999998,1.75,0.6593726414673433,1627.0,1,0.0,100,0.9388391500602272
16735,1.7,0.5,1.2,2.2,1.1372083355672202,5265.0,1,0.0,100,0.9388391500602272
16736,1.25,1.4,0.1499999999999999,2.65,0.3411654948262518,6476.0,1,1.0,0,-1.7308456368408918
16737,0.95,1.85,0.9000000000000001,2.8,0.4618616000260922,3344.0,1,1.0,66,0.031146322513846518
16738,1.7,1.55,0.1499999999999999,3.25,0.9792085381187045,2602.0,1,0.0,54,-0.2892158519142878
16739,1.7,0.65,1.0499999999999998,2.35,0.6069996903246271,2374.0,1,0.0,86,0.5650832798940704
16740,0.95,0.65,0.29999999999999993,1.6,0.8950240358836044,2554.0,1,0.0,0,-1.7308456368408918
16741,0.95,1.7,0.75,2.65,0.626274941233328,2909.0,1,1.0,94,0.7786580628461599
16742,0.5,0.5,0.0,1.0,1.0970230059418757,1470.0,0,1.0,100,0.9388391500602272
16743,1.1,0.95,0.15000000000000013,2.05,1.302627051866471,3047.0,0,1.0,68,0.0845400182518689
16744,1.25,0.5,0.75,1.75,0.20067925202782821,5254.0,1,0.0,100,0.9388391500602272
16745,0.35,1.7,1.35,2.05,1.0945096779926529,2051.0,1,1.0,100,0.9388391500602272
16746,1.7,0.8,0.8999999999999999,2.5,0.809276451802497,3444.0,1,0.0,14,-1.3570897666747357
16747,1.1,0.8,0.30000000000000004,1.9000000000000001,0.10761591916719304,5346.0,1,0.0,62,-0.07564106896219824
16748,0.2,1.7,1.5,1.9,0.5252752320410993,2149.0,1,1.0,100,0.9388391500602272
16749,0.5,0.8,0.30000000000000004,1.3,0.8249768469823195,3336.0,1,1.0,100,0.9388391500602272
16750,0.35,0.95,0.6,1.2999999999999998,0.49783690649296297,2795.0,1,1.0,100,0.9388391500602272
16751,0.35,0.65,0.30000000000000004,1.0,0.5642100713594385,4490.0,0,0.0,100,0.9388391500602272
16752,0.2,1.7,1.5,1.9,0.7033790617029483,2753.0,1,1.0,100,0.9388391500602272
16753,0.8,1.4,0.5999999999999999,2.2,1.4712550054126003,6377.0,1,1.0,68,0.0845400182518689
16754,0.0,1.55,1.55,1.55,0.7303365819900506,2523.0,1,1.0,100,0.9388391500602272
16755,0.15,0.45,0.30000000000000004,0.6,0.726081095441697,2318.0,1,1.0,100,0.9388391500602272
16756,0.65,0.8,0.15000000000000002,1.4500000000000002,0.49577479100252975,2771.0,1,1.0,94,0.7786580628461599
16757,1.25,1.7,0.44999999999999996,2.95,1.4019813141892357,4711.0,1,1.0,100,0.9388391500602272
16758,1.55,1.7,0.1499999999999999,3.25,1.1578528516977988,1333.0,1,1.0,62,-0.07564106896219824
16759,0.65,1.25,0.6,1.9,0.7316135248643819,6715.0,1,1.0,100,0.9388391500602272
16760,1.85,0.95,0.9000000000000001,2.8,0.5435978221886928,6928.0,1,0.0,100,0.9388391500602272
16761,1.55,0.0,1.55,1.55,0.4215042834996868,2648.0,1,0.0,100,0.9388391500602272
16762,0.65,0.95,0.29999999999999993,1.6,0.18271169577298996,2839.0,0,0.0,76,0.29811480120395845
16763,1.7,1.55,0.1499999999999999,3.25,0.5577834746077487,1215.0,1,0.0,100,0.9388391500602272
16764,0.8,0.8,0.0,1.6,0.2722546137851659,3556.0,0,0.0,74,0.2447211054659361
16765,0.5,1.55,1.05,2.05,1.16648843859314,2526.0,1,1.0,100,0.9388391500602272
16766,1.4,1.7,0.30000000000000004,3.0999999999999996,0.5668953582909768,2646.0,0,0.0,14,-1.3570897666747357
16767,0.8,1.55,0.75,2.35,0.292529197994597,1332.0,1,1.0,100,0.9388391500602272
16768,1.7,0.2,1.5,1.9,0.7764286423196018,3588.0,1,0.0,100,0.9388391500602272
16769,1.25,0.65,0.6,1.9,0.20229205630816605,2526.0,0,1.0,62,-0.07564106896219824
16770,0.95,1.55,0.6000000000000001,2.5,0.11298899349487213,2749.0,0,0.0,76,0.29811480120395845
16771,0.95,0.65,0.29999999999999993,1.6,0.713954495621002,3498.0,1,0.0,74,0.2447211054659361
16772,0.95,1.55,0.6000000000000001,2.5,1.1315211672815009,4052.0,1,1.0,100,0.9388391500602272
16773,1.55,1.25,0.30000000000000004,2.8,0.9353313789325741,2487.0,1,0.0,52,-0.34260954765231016
16774,1.25,1.4,0.1499999999999999,2.65,0.8655967056750385,1171.0,0,0.0,40,-0.6629717220804444
16775,0.8,0.0,0.8,0.8,1.4872141831976462,3734.0,1,0.0,100,0.9388391500602272
16776,1.55,1.85,0.30000000000000004,3.4000000000000004,0.2951317411942642,3439.0,1,1.0,0,-1.7308456368408918
16777,1.1,1.7,0.5999999999999999,2.8,1.0079020836257657,1785.0,1,1.0,100,0.9388391500602272
16778,1.7,1.55,0.1499999999999999,3.25,1.2876748233173954,4086.0,1,0.0,82,0.4582958884180256
16779,0.95,0.2,0.75,1.15,1.144523478039695,3321.0,1,0.0,100,0.9388391500602272
16780,0.95,0.95,0.0,1.9,0.902465749545766,3438.0,0,1.0,100,0.9388391500602272
16781,0.5,0.5,0.0,1.0,0.5685674780054515,2386.0,0,1.0,100,0.9388391500602272
16782,1.55,0.95,0.6000000000000001,2.5,0.45577406954932564,5707.0,1,0.0,36,-0.7697591135564892
16783,0.5,1.25,0.75,1.75,1.1099832885460894,3595.0,1,1.0,24,-1.0901212879846236
16784,0.2,0.65,0.45,0.8500000000000001,0.7128508916705435,3572.0,1,1.0,100,0.9388391500602272
16785,1.4,0.45,0.95,1.8499999999999999,0.38411098584520553,5795.0,0,1.0,40,-0.6629717220804444
16786,0.95,2.0,1.05,2.95,1.1630233601653992,3690.0,1,1.0,100,0.9388391500602272
16787,1.7,0.35,1.35,2.05,1.0782239791949253,1804.0,1,0.0,100,0.9388391500602272
16788,1.7,0.15,1.55,1.8499999999999999,0.7439759749262831,2105.0,1,0.0,100,0.9388391500602272
16789,0.95,2.0,1.05,2.95,0.051353467175313305,2797.0,0,0.0,100,0.9388391500602272
16790,0.95,1.1,0.15000000000000013,2.05,0.8069384716234687,2090.0,0,0.0,76,0.29811480120395845
16791,1.4,1.25,0.1499999999999999,2.65,0.6732228561706584,2239.0,1,0.0,34,-0.8231528092945116
16792,1.7,0.5,1.2,2.2,0.5203338990051645,7503.0,1,0.0,28,-0.9833338965085788
16793,0.5,0.65,0.15000000000000002,1.15,1.608808851156115,3190.0,1,1.0,100,0.9388391500602272
16794,0.95,0.8,0.1499999999999999,1.75,0.2580845255569776,2311.0,0,1.0,24,-1.0901212879846236
16795,1.55,1.7,0.1499999999999999,3.25,0.5678608889660991,6099.0,1,1.0,12,-1.4104834624127578
16796,0.65,1.4,0.7499999999999999,2.05,1.435869852415243,3170.0,1,1.0,64,-0.022247373224175863
16797,0.95,0.5,0.44999999999999996,1.45,0.5724798425570548,3700.0,0,1.0,100,0.9388391500602272
16798,2.0,1.7,0.30000000000000004,3.7,0.5691996128372783,4068.0,1,0.0,4,-1.6240582453648469
16799,0.65,1.4,0.7499999999999999,2.05,0.9094859188064046,2108.0,1,1.0,18,-1.2503023751986906
16800,0.0,1.7,1.7,1.7,0.9705740332866825,1676.0,1,1.0,100,1.5719249264593842
16801,2.15,1.85,0.2999999999999998,4.0,1.4690181942950482,5519.0,0,1.0,22,-1.6398666718073345
16802,1.85,0.95,0.9000000000000001,2.8,0.4565752708233858,3101.0,0,1.0,74,0.5013277270371448
16803,1.85,2.15,0.2999999999999998,4.0,0.14476452823687314,4859.0,1,1.0,86,0.9954495113858708
16804,2.45,0.95,1.5000000000000002,3.4000000000000004,1.3407017437676756,1974.0,1,0.0,100,1.5719249264593842
16805,1.25,3.0,1.75,4.25,0.9850856457471127,2410.0,1,1.0,92,1.2425104035602337
16806,1.85,1.85,0.0,3.7,0.8240255107240463,1522.0,0,0.0,24,-1.5575130410825466
16807,1.7,1.85,0.15000000000000013,3.55,1.0846343422746527,1407.0,0,0.0,52,-0.4045622109355195
16808,1.7,0.95,0.75,2.65,1.2587861000711218,5334.0,1,0.0,70,0.3366204655875694
16809,2.3,1.7,0.5999999999999999,4.0,1.2316805957253716,1716.0,1,0.0,32,-1.228098518183396
16810,2.15,1.55,0.5999999999999999,3.7,0.7869803909792173,1857.0,1,0.0,86,0.9954495113858708
16811,0.0,1.4,1.4,1.4,0.3064035158327192,2371.0,1,1.0,74,0.5013277270371448
16812,2.0,2.15,0.1499999999999999,4.15,0.6405669465734172,2496.0,1,1.0,72,0.4189740963123571
16813,2.0,2.0,0.0,4.0,0.7049708940810269,2163.0,0,0.0,74,0.5013277270371448
16814,3.0,1.7,1.3,4.7,0.857453583764937,2071.0,1,0.0,68,0.2542668348627818
16815,2.15,2.0,0.1499999999999999,4.15,1.4036646067654748,2285.0,0,1.0,54,-0.32220858021073184
16816,2.45,2.0,0.4500000000000002,4.45,0.9114798568649024,2196.0,0,1.0,70,0.3366204655875694
16817,1.25,1.7,0.44999999999999996,2.95,0.3031331297756614,1453.0,1,1.0,44,-0.7339767338346701
16818,2.3,1.85,0.44999999999999973,4.15,0.8991311510131472,2867.0,1,0.0,68,0.2542668348627818
16819,0.95,1.55,0.6000000000000001,2.5,0.7650969430965938,2570.0,1,1.0,26,-1.475159410357759
16820,2.0,1.1,0.8999999999999999,3.1,0.49149261967531155,2304.0,0,1.0,52,-0.4045622109355195
16821,1.1,1.85,0.75,2.95,0.6208907240051984,2036.0,1,1.0,84,0.913095880661083
16822,2.0,1.4,0.6000000000000001,3.4,0.39529216292404,1263.0,1,0.0,66,0.17191320413799413
16823,0.0,2.0,2.0,2.0,1.1012980972426212,1468.0,1,1.0,100,1.5719249264593842
16824,2.0,2.15,0.1499999999999999,4.15,0.7803244328951726,2479.0,1,1.0,62,0.007205942688418803
16825,2.45,1.1,1.35,3.5500000000000003,1.0570813988894066,964.0,1,0.0,74,0.5013277270371448
16826,1.7,0.0,1.7,1.7,1.0061650715774042,1502.0,1,0.0,100,1.5719249264593842
16827,2.45,0.0,2.45,2.45,1.0294448766755493,2579.0,1,0.0,100,1.5719249264593842
16828,0.95,1.1,0.15000000000000013,2.05,0.5141490440865802,3520.0,0,0.0,36,-1.0633912567338208
16829,0.0,1.85,1.85,1.85,0.9345606016352547,2206.0,1,1.0,86,0.9954495113858708
16830,0.35,2.15,1.7999999999999998,2.5,1.0171853561633082,1351.0,1,1.0,92,1.2425104035602337
16831,1.55,2.6,1.05,4.15,0.8501186564064933,846.0,1,1.0,64,0.08955957341320646
16832,3.0,2.0,1.0,5.0,0.7430388842074265,2981.0,1,0.0,76,0.5836813577619324
16833,1.55,0.95,0.6000000000000001,2.5,0.22493849475027194,2187.0,0,1.0,60,-0.07514768803636886
16834,1.25,1.1,0.1499999999999999,2.35,0.48969636111123305,4888.0,0,1.0,54,-0.32220858021073184
16835,0.8,1.7,0.8999999999999999,2.5,0.43608210806720626,3923.0,1,1.0,66,0.17191320413799413
16836,1.7,2.3,0.5999999999999999,4.0,0.8402334653301905,3300.0,1,1.0,70,0.3366204655875694
16837,1.85,1.25,0.6000000000000001,3.1,0.7717757170383818,2731.0,0,1.0,80,0.7483886192115077
16838,0.95,2.15,1.2,3.0999999999999996,1.5663112489985105,2675.0,1,1.0,70,0.3366204655875694
16839,1.25,2.0,0.75,3.25,0.5296460894866122,2662.0,1,1.0,64,0.08955957341320646
16840,1.4,2.0,0.6000000000000001,3.4,1.114436471509334,1961.0,1,1.0,76,0.5836813577619324
16841,2.0,2.45,0.4500000000000002,4.45,0.9971948641843027,3970.0,1,1.0,66,0.17191320413799413
16842,0.95,2.45,1.5000000000000002,3.4000000000000004,1.0269816208568754,1737.0,1,1.0,78,0.6660349884867199
16843,3.0,2.3,0.7000000000000002,5.3,0.2889384398278845,3414.0,1,0.0,76,0.5836813577619324
16844,2.6,2.45,0.1499999999999999,5.050000000000001,1.205833226142564,3606.0,0,1.0,52,-0.4045622109355195
16845,2.45,0.0,2.45,2.45,1.069894184455032,2021.0,1,0.0,76,0.5836813577619324
16846,1.1,1.25,0.1499999999999999,2.35,0.270471373579941,4442.0,0,0.0,52,-0.4045622109355195
16847,1.55,2.15,0.5999999999999999,3.7,1.2400084142781667,836.0,1,1.0,84,0.913095880661083
16848,1.25,1.1,0.1499999999999999,2.35,0.7949847824895495,1240.0,1,0.0,52,-0.4045622109355195
16849,1.7,1.7,0.0,3.4,0.9955227906379732,2342.0,0,0.0,58,-0.1575013187611565
16850,2.0,1.7,0.30000000000000004,3.7,1.0662710393913266,1737.0,1,0.0,58,-0.1575013187611565
16851,0.95,1.55,0.6000000000000001,2.5,0.7297283426739187,4917.0,1,1.0,60,-0.07514768803636886
16852,2.15,0.8,1.3499999999999999,2.95,0.7931630966488407,3587.0,1,0.0,70,0.3366204655875694
16853,1.7,2.0,0.30000000000000004,3.7,0.8227233260267038,1639.0,1,1.0,68,0.2542668348627818
16854,1.7,3.0,1.3,4.7,0.899606072065473,1248.0,1,1.0,74,0.5013277270371448
16855,0.95,2.0,1.05,2.95,1.1378532049924055,2252.0,1,1.0,66,0.17191320413799413
16856,1.85,0.0,1.85,1.85,1.100853922677866,3397.0,1,0.0,92,1.2425104035602337
16857,0.95,1.7,0.75,2.65,0.6838921169367635,2130.0,1,1.0,60,-0.07514768803636886
16858,2.15,0.35,1.7999999999999998,2.5,0.8152987295375662,2075.0,1,0.0,92,1.2425104035602337
16859,1.85,0.0,1.85,1.85,2.002174700917998,3037.0,1,0.0,86,0.9954495113858708
16860,0.35,0.0,0.35,0.35,1.174620660042261,2376.0,1,0.0,58,-0.1575013187611565
16861,1.85,2.3,0.44999999999999973,4.15,0.9783266654822481,1776.0,1,1.0,68,0.2542668348627818
16862,1.7,1.25,0.44999999999999996,2.95,0.849520368127046,3003.0,1,0.0,52,-0.4045622109355195
16863,2.3,2.45,0.15000000000000036,4.75,0.4253964615535698,3998.0,0,0.0,76,0.5836813577619324
16864,1.1,2.45,1.35,3.5500000000000003,1.3019013732514302,1917.0,1,1.0,78,0.6660349884867199
16865,2.15,2.0,0.1499999999999999,4.15,0.5672629790177095,2324.0,1,0.0,58,-0.1575013187611565
16866,2.15,2.0,0.1499999999999999,4.15,0.8129627884922787,6988.0,1,0.0,64,0.08955957341320646
16867,2.15,1.1,1.0499999999999998,3.25,1.2321908375199855,1419.0,1,0.0,58,-0.1575013187611565
16868,2.0,1.85,0.1499999999999999,3.85,1.0017448947641918,2244.0,0,1.0,50,-0.4869158416603072
16869,1.55,1.1,0.44999999999999996,2.6500000000000004,0.9799246555032642,1093.0,1,0.0,58,-0.1575013187611565
16870,1.1,0.95,0.15000000000000013,2.05,0.532314836313414,6921.0,1,0.0,26,-1.475159410357759
16871,2.0,0.0,2.0,2.0,1.1596410439230354,1489.0,1,0.0,100,1.5719249264593842
16872,1.7,2.15,0.44999999999999996,3.8499999999999996,0.7436335347295039,1163.0,1,1.0,56,-0.23985494948594416
16873,1.1,2.0,0.8999999999999999,3.1,0.8268368570688984,2503.0,0,0.0,50,-0.4869158416603072
16874,2.0,0.95,1.05,2.95,1.4406271836177382,3208.0,1,0.0,86,0.9954495113858708
16875,2.15,1.85,0.2999999999999998,4.0,0.8675906193024656,3051.0,1,0.0,68,0.2542668348627818
16876,0.95,0.0,0.95,0.95,0.3834420532127789,1999.0,1,0.0,82,0.8307422499362954
16877,1.25,1.85,0.6000000000000001,3.1,0.6620876516478262,1813.0,1,1.0,62,0.007205942688418803
16878,2.15,2.45,0.30000000000000027,4.6,1.0681929640338268,1222.0,1,1.0,78,0.6660349884867199
16879,2.3,1.55,0.7499999999999998,3.8499999999999996,1.2891222800879876,3257.0,1,0.0,64,0.08955957341320646
16880,1.1,1.25,0.1499999999999999,2.35,1.090081990239211,3185.0,1,1.0,30,-1.3104521489081835
16881,1.55,2.3,0.7499999999999998,3.8499999999999996,1.1075781640484557,1743.0,1,1.0,64,0.08955957341320646
16882,0.0,0.35,0.35,0.35,0.19488214057979192,2150.0,1,1.0,32,-1.228098518183396
16883,0.0,2.45,2.45,2.45,1.2295578862936791,1709.0,1,1.0,94,1.3248640342850213
16884,2.15,1.7,0.44999999999999996,3.8499999999999996,0.8359840195337795,1546.0,0,1.0,30,-1.3104521489081835
16885,1.85,2.0,0.1499999999999999,3.85,0.6536750340785735,3113.0,1,1.0,66,0.17191320413799413
16886,2.3,3.0,0.7000000000000002,5.3,0.9444468310313119,1732.0,1,1.0,70,0.3366204655875694
16887,1.7,0.8,0.8999999999999999,2.5,1.3552487831129345,2668.0,1,0.0,60,-0.07514768803636886
16888,1.1,2.15,1.0499999999999998,3.25,0.37495172700995905,2302.0,1,1.0,52,-0.4045622109355195
16889,0.95,1.85,0.9000000000000001,2.8,0.7450426202045599,2138.0,0,0.0,58,-0.1575013187611565
16890,3.0,1.25,1.75,4.25,0.9373906448660433,2796.0,1,0.0,84,0.913095880661083
16891,2.0,1.7,0.30000000000000004,3.7,0.9835628193716877,2657.0,1,0.0,60,-0.07514768803636886
16892,1.7,2.3,0.5999999999999999,4.0,1.4665142127478332,3019.0,1,1.0,42,-0.8163303645594577
16893,2.0,2.0,0.0,4.0,0.44062371353118046,2131.0,0,0.0,66,0.17191320413799413
16894,2.3,1.7,0.5999999999999999,4.0,0.8368765872169822,3924.0,1,0.0,64,0.08955957341320646
16895,2.0,2.15,0.1499999999999999,4.15,0.5815349117245932,3375.0,1,1.0,52,-0.4045622109355195
16896,2.45,2.6,0.1499999999999999,5.050000000000001,1.0712889358330104,1542.0,0,0.0,62,0.007205942688418803
16897,1.85,1.7,0.15000000000000013,3.55,0.7220501485562277,2739.0,1,0.0,64,0.08955957341320646
16898,0.95,2.0,1.05,2.95,0.24489716457185395,3820.0,1,1.0,70,0.3366204655875694
16899,0.0,0.95,0.95,0.95,1.605882340585579,1635.0,1,1.0,72,0.4189740963123571
16900,1.4,0.0,1.4,1.4,1.0621091437020953,2294.0,1,0.0,68,0.2542668348627818
16901,2.45,2.3,0.15000000000000036,4.75,1.1408539932842223,1976.0,1,0.0,100,1.5719249264593842
16902,1.85,2.15,0.2999999999999998,4.0,0.7180695374673991,1890.0,1,1.0,54,-0.32220858021073184
16903,2.6,1.55,1.05,4.15,1.3987422148779332,2778.0,1,0.0,62,0.007205942688418803
16904,1.85,1.1,0.75,2.95,0.8220445984628411,1541.0,1,0.0,62,0.007205942688418803
16905,2.15,0.95,1.2,3.0999999999999996,0.9456962775515091,1598.0,1,0.0,64,0.08955957341320646
16906,1.7,1.7,0.0,3.4,0.5716678464345359,2832.0,0,0.0,58,-0.1575013187611565
16907,2.45,2.15,0.30000000000000027,4.6,0.8942460201064989,4116.0,1,0.0,58,-0.1575013187611565
16908,2.0,0.95,1.05,2.95,0.8096599445565174,2370.0,0,1.0,64,0.08955957341320646
16909,0.0,1.85,1.85,1.85,0.9334398977438205,2222.0,1,1.0,86,0.9954495113858708
16910,1.7,2.0,0.30000000000000004,3.7,0.7776490194360185,4199.0,0,0.0,48,-0.5692694723850948
16911,0.0,1.7,1.7,1.7,1.009494716890545,3906.0,1,1.0,100,1.5719249264593842
16912,0.0,2.45,2.45,2.45,0.682540745307403,1826.0,1,1.0,90,1.160156772835446
16913,1.7,0.0,1.7,1.7,1.2751712368640296,1983.0,1,0.0,94,1.3248640342850213
16914,1.1,1.55,0.44999999999999996,2.6500000000000004,1.1197906619723064,1081.0,1,1.0,76,0.5836813577619324
16915,1.55,0.95,0.6000000000000001,2.5,0.5215966594832707,1737.0,1,0.0,86,0.9954495113858708
16916,2.0,1.25,0.75,3.25,0.8158010253672145,1716.0,1,0.0,76,0.5836813577619324
16917,1.85,1.85,0.0,3.7,0.3013674555555209,4523.0,0,1.0,58,-0.1575013187611565
16918,0.8,2.15,1.3499999999999999,2.95,0.5607473240519201,2812.0,1,1.0,70,0.3366204655875694
16919,2.0,3.0,1.0,5.0,0.7267958023653623,1551.0,1,1.0,100,1.5719249264593842
16920,0.0,1.7,1.7,1.7,0.7235819410761657,2260.0,1,1.0,100,1.5719249264593842
16921,2.15,1.85,0.2999999999999998,4.0,0.2717206665314823,2491.0,1,0.0,22,-1.6398666718073345
16922,1.85,0.95,0.9000000000000001,2.8,1.105695927958141,4867.0,1,0.0,74,0.5013277270371448
16923,1.85,2.15,0.2999999999999998,4.0,0.8758706999844926,3271.0,1,1.0,86,0.9954495113858708
16924,2.45,0.95,1.5000000000000002,3.4000000000000004,0.9636125846069805,1521.0,1,0.0,100,1.5719249264593842
16925,1.25,3.0,1.75,4.25,0.750617034404574,1650.0,1,1.0,92,1.2425104035602337
16926,1.85,1.85,0.0,3.7,0.8834669237761913,2763.0,0,0.0,24,-1.5575130410825466
16927,1.7,1.85,0.15000000000000013,3.55,0.49654759379367674,2096.0,1,1.0,52,-0.4045622109355195
16928,1.7,0.95,0.75,2.65,1.2165952418005765,1518.0,1,0.0,70,0.3366204655875694
16929,2.3,1.7,0.5999999999999999,4.0,0.2989380098095765,1593.0,1,0.0,32,-1.228098518183396
