,LVal,RVal,AbsDVal,TotVal,AbsDEv,RTsim,Correct_sim,Choice_sim,Conf_human,zConf_human
0,1.1,0.95,0.15000000000000013,2.05,1.2738267385347715,2031.0,1,0.0,80,0.5821553501131095
1,2.0,1.7,0.30000000000000004,3.7,1.2748168662524024,1568.0,1,0.0,78,0.4325651102553511
2,1.1,2.3,1.1999999999999997,3.4,1.2071485119107939,1325.0,1,1.0,82,0.7317455899708678
3,1.25,1.4,0.1499999999999999,2.65,0.8391811088930092,2455.0,1,1.0,42,-2.2600592071842995
4,2.0,2.3,0.2999999999999998,4.3,0.2962804678703953,3025.0,1,1.0,70,-0.16579584917568232
5,1.7,1.85,0.15000000000000013,3.55,0.26392995149766985,2408.0,1,1.0,74,0.1333846305398344
6,1.85,0.65,1.2000000000000002,2.5,0.5835744825242771,1510.0,1,0.0,70,-0.16579584917568232
7,1.55,0.8,0.75,2.35,1.4242434582639627,2817.0,1,0.0,76,0.2829748703975928
8,1.55,1.1,0.44999999999999996,2.6500000000000004,0.8959387741728513,1694.0,0,1.0,90,1.3301065494019009
9,1.1,2.0,0.8999999999999999,3.1,0.5572093235987768,4423.0,1,1.0,54,-1.3625177680377492
10,1.85,1.1,0.75,2.95,0.052943035034476726,2837.0,1,0.0,60,-0.9137470484644742
11,0.95,2.0,1.05,2.95,0.13396453886293758,1615.0,1,1.0,56,-1.212927528179991
12,0.95,0.8,0.1499999999999999,1.75,1.0227805914290264,2912.0,1,0.0,58,-1.0633372883222325
13,2.0,1.1,0.8999999999999999,3.1,1.0141647908204883,2015.0,1,0.0,80,0.5821553501131095
14,1.85,1.1,0.75,2.95,1.0310753456866326,2028.0,1,0.0,94,1.6292870291174182
15,1.25,1.85,0.6000000000000001,3.1,0.922733831529394,1811.0,1,1.0,48,-1.811288487611024
16,2.0,2.0,0.0,4.0,1.5972160856246282,4223.0,0,0.0,60,-0.9137470484644742
17,1.25,1.7,0.44999999999999996,2.95,0.45047022692076466,1540.0,0,0.0,58,-1.0633372883222325
18,1.7,1.4,0.30000000000000004,3.0999999999999996,1.1909344014386147,4665.0,1,0.0,62,-0.7641568086067158
19,1.1,1.1,0.0,2.2,0.7283208103209995,2272.0,0,0.0,66,-0.4649763288911991
20,1.1,0.95,0.15000000000000013,2.05,0.860026419294794,4028.0,1,0.0,70,-0.16579584917568232
21,1.7,1.55,0.1499999999999999,3.25,1.3817590516444693,1954.0,1,0.0,52,-1.5121080078955076
22,1.85,2.0,0.1499999999999999,3.85,1.0314614004076483,841.0,1,1.0,72,-0.016205609317923964
23,1.7,1.4,0.30000000000000004,3.0999999999999996,0.059746186958502756,3243.0,1,0.0,70,-0.16579584917568232
24,1.4,2.0,0.6000000000000001,3.4,0.9193078028331506,1734.0,1,1.0,82,0.7317455899708678
25,1.85,1.7,0.15000000000000013,3.55,1.141597292204967,1260.0,1,0.0,82,0.7317455899708678
26,1.1,1.55,0.44999999999999996,2.6500000000000004,0.8939187910005011,2434.0,1,1.0,74,0.1333846305398344
27,0.95,0.65,0.29999999999999993,1.6,0.7693669518002924,2018.0,1,0.0,58,-1.0633372883222325
28,1.1,1.55,0.44999999999999996,2.6500000000000004,0.5490402236674216,3017.0,1,1.0,68,-0.3153860890334407
29,1.25,1.55,0.30000000000000004,2.8,0.6897192553846254,2605.0,1,1.0,48,-1.811288487611024
30,1.55,2.3,0.7499999999999998,3.8499999999999996,0.31868967407910553,3092.0,1,1.0,90,1.3301065494019009
31,1.7,1.25,0.44999999999999996,2.95,0.4425509003511019,962.0,1,0.0,80,0.5821553501131095
32,0.95,1.85,0.9000000000000001,2.8,0.5489880133768679,1523.0,1,1.0,80,0.5821553501131095
33,0.65,1.25,0.6,1.9,0.20552733002251944,2467.0,1,1.0,76,0.2829748703975928
34,1.7,2.0,0.30000000000000004,3.7,0.7721900119654507,2939.0,0,0.0,48,-1.811288487611024
35,2.3,1.7,0.5999999999999999,4.0,0.7027667552391663,3051.0,1,0.0,62,-0.7641568086067158
36,1.55,2.3,0.7499999999999998,3.8499999999999996,0.8418435005446931,1962.0,1,1.0,54,-1.3625177680377492
37,0.65,1.7,1.0499999999999998,2.35,1.2835410847353104,1555.0,1,1.0,72,-0.016205609317923964
38,1.55,1.7,0.1499999999999999,3.25,0.5829243769488619,3458.0,0,0.0,76,0.2829748703975928
39,1.7,1.1,0.5999999999999999,2.8,0.6651779418174195,1813.0,1,0.0,82,0.7317455899708678
40,1.85,1.85,0.0,3.7,0.8907993169844207,1396.0,0,1.0,58,-1.0633372883222325
41,1.7,1.55,0.1499999999999999,3.25,0.2653657638080279,2144.0,0,1.0,60,-0.9137470484644742
42,1.1,1.85,0.75,2.95,0.9376190985648599,2933.0,1,1.0,56,-1.212927528179991
43,1.85,1.7,0.15000000000000013,3.55,0.13124726207596915,2237.0,1,0.0,74,0.1333846305398344
44,0.95,1.1,0.15000000000000013,2.05,1.1433581245283357,1672.0,0,0.0,88,1.1805163095441429
45,1.1,1.25,0.1499999999999999,2.35,0.8933091045869418,3754.0,1,1.0,64,-0.6145665687489574
46,1.1,1.7,0.5999999999999999,2.8,1.2065432733619792,3015.0,1,1.0,70,-0.16579584917568232
47,1.4,1.1,0.2999999999999998,2.5,0.7752109051636424,2254.0,1,0.0,68,-0.3153860890334407
48,2.3,2.0,0.2999999999999998,4.3,0.7813587610881947,2292.0,1,0.0,92,1.4796967892596598
49,1.7,0.65,1.0499999999999998,2.35,0.7559419716727424,3680.0,1,0.0,84,0.8813358298286262
50,1.1,1.55,0.44999999999999996,2.6500000000000004,1.2246606513577514,4363.0,1,1.0,80,0.5821553501131095
51,2.0,1.1,0.8999999999999999,3.1,0.9171367418654822,1156.0,1,0.0,78,0.4325651102553511
52,2.3,1.55,0.7499999999999998,3.8499999999999996,0.8657930436024963,1978.0,1,0.0,46,-1.9608787274687836
53,0.95,1.55,0.6000000000000001,2.5,0.17401751042117108,2990.0,1,1.0,66,-0.4649763288911991
54,0.95,2.3,1.3499999999999999,3.25,0.7168172570434721,1740.0,1,1.0,78,0.4325651102553511
55,1.1,0.35,0.7500000000000001,1.4500000000000002,0.8277360001312215,1823.0,1,0.0,92,1.4796967892596598
56,1.55,1.4,0.15000000000000013,2.95,0.8813024386340085,1239.0,1,0.0,90,1.3301065494019009
57,1.25,2.0,0.75,3.25,1.1237517669072465,1273.0,1,1.0,76,0.2829748703975928
58,1.85,1.55,0.30000000000000004,3.4000000000000004,0.9914929843290053,2311.0,1,0.0,70,-0.16579584917568232
59,1.85,2.0,0.1499999999999999,3.85,0.6300345763252084,3929.0,0,0.0,76,0.2829748703975928
60,0.35,1.85,1.5,2.2,0.8995473692224639,2149.0,1,1.0,90,1.3301065494019009
61,1.4,1.7,0.30000000000000004,3.0999999999999996,1.724656793381608,2248.0,0,0.0,80,0.5821553501131095
62,1.25,1.1,0.1499999999999999,2.35,0.8921753325991557,1252.0,0,1.0,90,1.3301065494019009
63,2.0,1.4,0.6000000000000001,3.4,1.0484769657664759,2015.0,1,0.0,78,0.4325651102553511
64,1.1,2.0,0.8999999999999999,3.1,0.06409365560228408,3998.0,1,1.0,76,0.2829748703975928
65,1.55,1.55,0.0,3.1,0.005347030742218206,2948.0,0,0.0,90,1.3301065494019009
66,1.55,1.25,0.30000000000000004,2.8,0.925730721014943,1146.0,1,0.0,62,-0.7641568086067158
67,1.25,2.0,0.75,3.25,0.7797940054839725,2258.0,1,1.0,80,0.5821553501131095
68,1.4,1.25,0.1499999999999999,2.65,0.5650762254967252,2001.0,1,0.0,54,-1.3625177680377492
69,1.1,1.85,0.75,2.95,0.707110363373505,2090.0,1,1.0,88,1.1805163095441429
70,1.55,2.0,0.44999999999999996,3.55,0.09607019548666995,4312.0,1,1.0,70,-0.16579584917568232
71,1.85,0.95,0.9000000000000001,2.8,0.5412839073764375,1291.0,1,0.0,86,1.030926069686385
72,1.7,2.0,0.30000000000000004,3.7,0.6371461799989712,1473.0,0,0.0,96,1.7788772689751764
73,1.55,1.1,0.44999999999999996,2.6500000000000004,2.402359455088855,5453.0,1,0.0,86,1.030926069686385
74,1.55,1.1,0.44999999999999996,2.6500000000000004,1.1433182929030363,1536.0,1,0.0,90,1.3301065494019009
75,2.0,2.0,0.0,4.0,0.19489959114018285,2995.0,0,1.0,68,-0.3153860890334407
76,2.3,1.55,0.7499999999999998,3.8499999999999996,0.42823308790664116,1085.0,1,0.0,84,0.8813358298286262
77,2.0,1.55,0.44999999999999996,3.55,1.37404610251847,2147.0,1,0.0,68,-0.3153860890334407
78,2.0,1.1,0.8999999999999999,3.1,0.6411610793802371,2035.0,1,0.0,82,0.7317455899708678
79,2.3,1.1,1.1999999999999997,3.4,1.5763852107275036,2175.0,1,0.0,90,1.3301065494019009
80,1.85,1.1,0.75,2.95,0.25521729062162213,4895.0,0,1.0,80,0.5821553501131095
81,2.0,1.55,0.44999999999999996,3.55,0.2371759340762023,2977.0,0,1.0,76,0.2829748703975928
82,0.8,1.55,0.75,2.35,1.109669151500031,1941.0,1,1.0,94,1.6292870291174182
83,1.1,1.25,0.1499999999999999,2.35,0.8982768290440452,2376.0,0,0.0,88,1.1805163095441429
84,1.55,1.7,0.1499999999999999,3.25,0.9206250283577969,6671.0,1,1.0,88,1.1805163095441429
85,1.7,1.25,0.44999999999999996,2.95,0.6853830295182761,1802.0,1,0.0,70,-0.16579584917568232
86,1.7,1.85,0.15000000000000013,3.55,0.8565825759156848,2225.0,1,1.0,82,0.7317455899708678
87,2.0,1.25,0.75,3.25,0.5397002089833771,2314.0,1,0.0,90,1.3301065494019009
88,1.85,1.85,0.0,3.7,0.18047697114945782,4796.0,0,0.0,88,1.1805163095441429
89,2.0,1.1,0.8999999999999999,3.1,1.1350949888032948,1905.0,1,0.0,72,-0.016205609317923964
90,1.4,1.7,0.30000000000000004,3.0999999999999996,1.1358306172370034,3075.0,0,0.0,56,-1.212927528179991
91,1.55,1.85,0.30000000000000004,3.4000000000000004,0.9663907450057251,2264.0,1,1.0,84,0.8813358298286262
92,1.55,2.0,0.44999999999999996,3.55,1.5091831366030144,2295.0,1,1.0,88,1.1805163095441429
93,2.0,1.85,0.1499999999999999,3.85,0.7118163664979433,5277.0,1,0.0,68,-0.3153860890334407
94,1.25,1.7,0.44999999999999996,2.95,1.0152983017960509,2928.0,1,1.0,88,1.1805163095441429
95,1.85,0.35,1.5,2.2,0.8643675278029239,1473.0,1,0.0,100,2.0780577486906933
96,1.25,1.1,0.1499999999999999,2.35,0.6438810627454905,3146.0,1,0.0,76,0.2829748703975928
97,2.0,0.95,1.05,2.95,1.156015780728105,1973.0,1,0.0,66,-0.4649763288911991
98,2.0,1.85,0.1499999999999999,3.85,0.891715791543772,3144.0,1,0.0,82,0.7317455899708678
99,1.85,1.25,0.6000000000000001,3.1,1.2233970884301968,2209.0,1,0.0,70,-0.16579584917568232
100,2.0,1.7,0.30000000000000004,3.7,1.2567910035820984,2285.0,1,0.0,62,-0.7641568086067158
101,1.1,1.4,0.2999999999999998,2.5,0.7986756473662628,2051.0,1,1.0,78,0.4325651102553511
102,1.1,1.85,0.75,2.95,1.1911157856419636,2255.0,1,1.0,92,1.4796967892596598
103,0.35,1.1,0.7500000000000001,1.4500000000000002,0.486721169150258,2682.0,1,1.0,82,0.7317455899708678
104,1.7,2.3,0.5999999999999999,4.0,0.284431676748387,2517.0,0,0.0,70,-0.16579584917568232
105,1.1,2.0,0.8999999999999999,3.1,0.5500296207147739,1343.0,1,1.0,92,1.4796967892596598
106,1.1,2.0,0.8999999999999999,3.1,1.0140827754144985,874.0,1,1.0,82,0.7317455899708678
107,1.25,0.65,0.6,1.9,0.10828108758447885,2432.0,1,0.0,100,2.0780577486906933
108,1.55,1.55,0.0,3.1,0.09519907348473555,4276.0,0,0.0,84,0.8813358298286262
109,1.7,2.0,0.30000000000000004,3.7,1.2268452097281706,2987.0,1,1.0,80,0.5821553501131095
110,1.4,1.55,0.15000000000000013,2.95,0.6339183522977525,5561.0,1,1.0,94,1.6292870291174182
111,0.65,0.95,0.29999999999999993,1.6,0.7005630091249038,4146.0,1,1.0,64,-0.6145665687489574
112,0.65,1.85,1.2000000000000002,2.5,0.5227695731716689,1922.0,1,1.0,82,0.7317455899708678
113,1.55,0.95,0.6000000000000001,2.5,0.5133026644687736,2466.0,1,0.0,58,-1.0633372883222325
114,2.3,0.95,1.3499999999999999,3.25,0.4929609981094243,2078.0,1,0.0,82,0.7317455899708678
115,2.0,1.7,0.30000000000000004,3.7,1.1977272888568267,3048.0,1,0.0,86,1.030926069686385
116,2.0,1.25,0.75,3.25,1.6710433929092636,2491.0,1,0.0,88,1.1805163095441429
117,1.1,1.1,0.0,2.2,0.8690098225716635,2442.0,0,1.0,74,0.1333846305398344
118,0.95,1.1,0.15000000000000013,2.05,0.6749146026002701,2202.0,1,1.0,88,1.1805163095441429
119,0.8,0.95,0.1499999999999999,1.75,0.8928661254676499,2551.0,0,0.0,70,-0.16579584917568232
120,1.1,0.95,0.15000000000000013,2.05,1.092253821479527,2143.0,1,0.0,80,0.5821553501131095
121,2.0,1.7,0.30000000000000004,3.7,1.115919464119077,1519.0,1,0.0,78,0.4325651102553511
122,1.1,2.3,1.1999999999999997,3.4,0.708963901155147,2365.0,1,1.0,82,0.7317455899708678
123,1.25,1.4,0.1499999999999999,2.65,0.586012728841353,2602.0,1,1.0,42,-2.2600592071842995
124,2.0,2.3,0.2999999999999998,4.3,0.4648761577354482,3228.0,0,0.0,70,-0.16579584917568232
125,1.7,1.85,0.15000000000000013,3.55,0.787158009100141,1699.0,1,1.0,74,0.1333846305398344
126,1.85,0.65,1.2000000000000002,2.5,0.7844218002824955,1794.0,1,0.0,70,-0.16579584917568232
127,1.55,0.8,0.75,2.35,0.20943773294075307,2030.0,1,0.0,76,0.2829748703975928
128,1.55,1.1,0.44999999999999996,2.6500000000000004,0.5491836385165141,1294.0,0,1.0,90,1.3301065494019009
129,1.1,2.0,0.8999999999999999,3.1,0.9290002504417244,1810.0,1,1.0,54,-1.3625177680377492
130,1.85,1.1,0.75,2.95,1.1271945262501872,1863.0,1,0.0,60,-0.9137470484644742
131,0.95,2.0,1.05,2.95,0.18036014546430623,3498.0,1,1.0,56,-1.212927528179991
132,0.95,0.8,0.1499999999999999,1.75,0.1297757841917513,2900.0,1,0.0,58,-1.0633372883222325
133,2.0,1.1,0.8999999999999999,3.1,0.99008348661703,1618.0,1,0.0,80,0.5821553501131095
134,1.85,1.1,0.75,2.95,1.2034794595296059,3690.0,1,0.0,94,1.6292870291174182
135,1.25,1.85,0.6000000000000001,3.1,1.2567451850859457,1661.0,1,1.0,48,-1.811288487611024
136,2.0,2.0,0.0,4.0,0.672789004461764,1788.0,0,0.0,60,-0.9137470484644742
137,1.25,1.7,0.44999999999999996,2.95,0.4040232907426843,2647.0,1,1.0,58,-1.0633372883222325
138,1.7,1.4,0.30000000000000004,3.0999999999999996,0.9361128987505252,1903.0,1,0.0,62,-0.7641568086067158
139,1.1,1.1,0.0,2.2,0.4344941836873485,2695.0,0,0.0,66,-0.4649763288911991
140,1.1,0.95,0.15000000000000013,2.05,1.1601848062147966,2325.0,1,0.0,70,-0.16579584917568232
141,1.7,1.55,0.1499999999999999,3.25,1.1952521920083645,2306.0,1,0.0,52,-1.5121080078955076
142,1.85,2.0,0.1499999999999999,3.85,1.2212186346298335,2397.0,1,1.0,72,-0.016205609317923964
143,1.7,1.4,0.30000000000000004,3.0999999999999996,0.767360845528961,1997.0,1,0.0,70,-0.16579584917568232
144,1.4,2.0,0.6000000000000001,3.4,0.8253028533264777,2826.0,1,1.0,82,0.7317455899708678
145,1.85,1.7,0.15000000000000013,3.55,0.42641981637924253,3408.0,1,0.0,82,0.7317455899708678
146,1.1,1.55,0.44999999999999996,2.6500000000000004,0.5709879328327649,7870.0,0,0.0,74,0.1333846305398344
147,0.95,0.65,0.29999999999999993,1.6,0.13493832826997265,5871.0,0,1.0,58,-1.0633372883222325
148,1.1,1.55,0.44999999999999996,2.6500000000000004,1.1044443266164576,1634.0,1,1.0,68,-0.3153860890334407
149,1.25,1.55,0.30000000000000004,2.8,0.7283937348572956,2527.0,1,1.0,48,-1.811288487611024
150,1.55,2.3,0.7499999999999998,3.8499999999999996,0.7461646052225073,2740.0,1,1.0,90,1.3301065494019009
151,1.7,1.25,0.44999999999999996,2.95,1.3544844300626142,3227.0,1,0.0,80,0.5821553501131095
152,0.95,1.85,0.9000000000000001,2.8,1.006322566984738,2260.0,1,1.0,80,0.5821553501131095
153,0.65,1.25,0.6,1.9,0.4193492049941606,2493.0,1,1.0,76,0.2829748703975928
154,1.7,2.0,0.30000000000000004,3.7,0.8065847723930908,2971.0,0,0.0,48,-1.811288487611024
155,2.3,1.7,0.5999999999999999,4.0,0.9881472402001426,1512.0,1,0.0,62,-0.7641568086067158
156,1.55,2.3,0.7499999999999998,3.8499999999999996,0.864575962567143,3379.0,0,0.0,54,-1.3625177680377492
157,0.65,1.7,1.0499999999999998,2.35,1.2467820550492401,2280.0,1,1.0,72,-0.016205609317923964
158,1.55,1.7,0.1499999999999999,3.25,0.31804295252750825,3841.0,0,0.0,76,0.2829748703975928
159,1.7,1.1,0.5999999999999999,2.8,1.285839786851932,2428.0,1,0.0,82,0.7317455899708678
160,1.85,1.85,0.0,3.7,0.564129742482042,3652.0,0,1.0,58,-1.0633372883222325
161,1.7,1.55,0.1499999999999999,3.25,0.46885894556247965,1355.0,0,1.0,60,-0.9137470484644742
162,1.1,1.85,0.75,2.95,0.5874300694338788,3107.0,1,1.0,56,-1.212927528179991
163,1.85,1.7,0.15000000000000013,3.55,0.8794835630554304,2256.0,1,0.0,74,0.1333846305398344
164,0.95,1.1,0.15000000000000013,2.05,0.46700285089143834,1292.0,0,0.0,88,1.1805163095441429
165,1.1,1.25,0.1499999999999999,2.35,0.8476222338999143,3411.0,1,1.0,64,-0.6145665687489574
166,1.1,1.7,0.5999999999999999,2.8,0.13271309634368944,2102.0,1,1.0,70,-0.16579584917568232
167,1.4,1.1,0.2999999999999998,2.5,0.45217145690790195,3534.0,1,0.0,68,-0.3153860890334407
168,2.3,2.0,0.2999999999999998,4.3,1.229865001536685,1330.0,1,0.0,92,1.4796967892596598
169,1.7,0.65,1.0499999999999998,2.35,0.7250702263709994,2852.0,1,0.0,84,0.8813358298286262
170,1.1,1.55,0.44999999999999996,2.6500000000000004,1.1045934994557516,3469.0,1,1.0,80,0.5821553501131095
171,2.0,1.1,0.8999999999999999,3.1,1.2382276403182786,884.0,1,0.0,78,0.4325651102553511
172,2.3,1.55,0.7499999999999998,3.8499999999999996,0.115566851498064,3346.0,1,0.0,46,-1.9608787274687836
173,0.95,1.55,0.6000000000000001,2.5,0.3221404087519727,3660.0,1,1.0,66,-0.4649763288911991
174,0.95,2.3,1.3499999999999999,3.25,1.284613845791525,1567.0,1,1.0,78,0.4325651102553511
175,1.1,0.35,0.7500000000000001,1.4500000000000002,0.13944174171585288,3010.0,1,0.0,92,1.4796967892596598
176,1.55,1.4,0.15000000000000013,2.95,1.4208762903212289,3203.0,1,0.0,90,1.3301065494019009
177,1.25,2.0,0.75,3.25,0.23429335098834747,1784.0,1,1.0,76,0.2829748703975928
178,1.85,1.55,0.30000000000000004,3.4000000000000004,1.350759916405015,2180.0,1,0.0,70,-0.16579584917568232
179,1.85,2.0,0.1499999999999999,3.85,0.5525292405870526,1969.0,1,1.0,76,0.2829748703975928
180,0.35,1.85,1.5,2.2,0.8050224985923199,2712.0,1,1.0,90,1.3301065494019009
181,1.4,1.7,0.30000000000000004,3.0999999999999996,1.4671653178225057,1853.0,0,0.0,80,0.5821553501131095
182,1.25,1.1,0.1499999999999999,2.35,1.0606278182540458,2033.0,0,1.0,90,1.3301065494019009
183,2.0,1.4,0.6000000000000001,3.4,0.9041126047377032,2869.0,1,0.0,78,0.4325651102553511
184,1.1,2.0,0.8999999999999999,3.1,0.5183232067422332,3174.0,0,0.0,76,0.2829748703975928
185,1.55,1.55,0.0,3.1,0.5109918764939779,3777.0,0,1.0,90,1.3301065494019009
186,1.55,1.25,0.30000000000000004,2.8,0.7245384229087876,1317.0,1,0.0,62,-0.7641568086067158
187,1.25,2.0,0.75,3.25,0.24364841663986203,4106.0,1,1.0,80,0.5821553501131095
188,1.4,1.25,0.1499999999999999,2.65,1.276159144606433,1902.0,1,0.0,54,-1.3625177680377492
189,1.1,1.85,0.75,2.95,0.9532545950254454,3523.0,1,1.0,88,1.1805163095441429
190,1.55,2.0,0.44999999999999996,3.55,0.887650605311437,2274.0,1,1.0,70,-0.16579584917568232
191,1.85,0.95,0.9000000000000001,2.8,0.79348428257386,883.0,1,0.0,86,1.030926069686385
192,1.7,2.0,0.30000000000000004,3.7,0.2503006843941076,1928.0,0,0.0,96,1.7788772689751764
193,1.55,1.1,0.44999999999999996,2.6500000000000004,1.2649809535271537,2663.0,1,0.0,86,1.030926069686385
194,1.55,1.1,0.44999999999999996,2.6500000000000004,0.8277804918073786,5603.0,1,0.0,90,1.3301065494019009
195,2.0,2.0,0.0,4.0,0.34227085124459045,4525.0,0,1.0,68,-0.3153860890334407
196,2.3,1.55,0.7499999999999998,3.8499999999999996,0.5554746157689905,2293.0,1,0.0,84,0.8813358298286262
197,2.0,1.55,0.44999999999999996,3.55,0.02175616300461769,3832.0,0,1.0,68,-0.3153860890334407
198,2.0,1.1,0.8999999999999999,3.1,1.2361161513707903,1705.0,1,0.0,82,0.7317455899708678
199,2.3,1.1,1.1999999999999997,3.4,0.6336518006256353,2184.0,1,0.0,90,1.3301065494019009
200,1.85,1.1,0.75,2.95,0.6224466398067472,2209.0,1,0.0,80,0.5821553501131095
201,2.0,1.55,0.44999999999999996,3.55,0.5119431850453762,2414.0,1,0.0,76,0.2829748703975928
202,0.8,1.55,0.75,2.35,0.4356985578174063,2156.0,1,1.0,94,1.6292870291174182
203,1.1,1.25,0.1499999999999999,2.35,0.9432063927118184,1469.0,0,0.0,88,1.1805163095441429
204,1.55,1.7,0.1499999999999999,3.25,0.38344357484430414,2778.0,1,1.0,88,1.1805163095441429
205,1.7,1.25,0.44999999999999996,2.95,0.6819011396321482,1937.0,1,0.0,70,-0.16579584917568232
206,1.7,1.85,0.15000000000000013,3.55,0.9586317873673901,1218.0,1,1.0,82,0.7317455899708678
207,2.0,1.25,0.75,3.25,0.30844917197849375,2623.0,1,0.0,90,1.3301065494019009
208,1.85,1.85,0.0,3.7,0.6255884934149525,3354.0,0,1.0,88,1.1805163095441429
209,2.0,1.1,0.8999999999999999,3.1,1.6586441623623804,2541.0,1,0.0,72,-0.016205609317923964
210,1.4,1.7,0.30000000000000004,3.0999999999999996,0.10612720414842536,5522.0,0,0.0,56,-1.212927528179991
211,1.55,1.85,0.30000000000000004,3.4000000000000004,1.3592687296980783,1516.0,1,1.0,84,0.8813358298286262
212,1.55,2.0,0.44999999999999996,3.55,0.8530986594303737,3734.0,1,1.0,88,1.1805163095441429
213,2.0,1.85,0.1499999999999999,3.85,0.9598259125219966,4000.0,1,0.0,68,-0.3153860890334407
214,1.25,1.7,0.44999999999999996,2.95,0.7013062639259315,1484.0,1,1.0,88,1.1805163095441429
215,1.85,0.35,1.5,2.2,0.5785806707772205,2769.0,1,0.0,100,2.0780577486906933
216,1.25,1.1,0.1499999999999999,2.35,0.8949182061980163,3720.0,1,0.0,76,0.2829748703975928
217,2.0,0.95,1.05,2.95,1.0589761399178668,1777.0,1,0.0,66,-0.4649763288911991
218,2.0,1.85,0.1499999999999999,3.85,1.1865393228802352,1656.0,1,0.0,82,0.7317455899708678
219,1.85,1.25,0.6000000000000001,3.1,1.695739426043081,2124.0,1,0.0,70,-0.16579584917568232
220,2.0,1.7,0.30000000000000004,3.7,0.6723490814196926,2456.0,1,0.0,62,-0.7641568086067158
221,1.1,1.4,0.2999999999999998,2.5,0.39588715652932804,2652.0,0,0.0,78,0.4325651102553511
222,1.1,1.85,0.75,2.95,1.4022851353476715,2837.0,1,1.0,92,1.4796967892596598
223,0.35,1.1,0.7500000000000001,1.4500000000000002,1.0608062995550378,2397.0,1,1.0,82,0.7317455899708678
224,1.7,2.3,0.5999999999999999,4.0,0.18318570244047694,3330.0,1,1.0,70,-0.16579584917568232
225,1.1,2.0,0.8999999999999999,3.1,0.7415886656059717,1297.0,1,1.0,92,1.4796967892596598
226,1.1,2.0,0.8999999999999999,3.1,0.7326483585129524,2157.0,1,1.0,82,0.7317455899708678
227,1.25,0.65,0.6,1.9,0.5044138175957225,3928.0,1,0.0,100,2.0780577486906933
228,1.55,1.55,0.0,3.1,0.5850122876070308,3729.0,0,0.0,84,0.8813358298286262
229,1.7,2.0,0.30000000000000004,3.7,0.8905936293196046,1425.0,1,1.0,80,0.5821553501131095
230,1.4,1.55,0.15000000000000013,2.95,0.3715643761833851,2204.0,1,1.0,94,1.6292870291174182
231,0.65,0.95,0.29999999999999993,1.6,0.9798978587870322,4223.0,1,1.0,64,-0.6145665687489574
232,0.65,1.85,1.2000000000000002,2.5,0.4577058813814423,2445.0,1,1.0,82,0.7317455899708678
233,1.55,0.95,0.6000000000000001,2.5,0.342506294786704,1772.0,1,0.0,58,-1.0633372883222325
234,2.3,0.95,1.3499999999999999,3.25,0.9690242641112066,2221.0,1,0.0,82,0.7317455899708678
235,2.0,1.7,0.30000000000000004,3.7,1.2740172427867613,2825.0,1,0.0,86,1.030926069686385
236,2.0,1.25,0.75,3.25,0.40646196837698256,1407.0,1,0.0,88,1.1805163095441429
237,1.1,1.1,0.0,2.2,0.21316924445632957,3522.0,0,1.0,74,0.1333846305398344
238,0.95,1.1,0.15000000000000013,2.05,0.20653946442368665,2965.0,1,1.0,88,1.1805163095441429
239,0.8,0.95,0.1499999999999999,1.75,0.4082163171219422,3357.0,0,0.0,70,-0.16579584917568232
240,1.1,0.95,0.15000000000000013,2.05,0.6702713829324584,4872.0,1,0.0,80,0.5821553501131095
241,2.0,1.7,0.30000000000000004,3.7,0.3693078317323215,1906.0,1,0.0,78,0.4325651102553511
242,1.1,2.3,1.1999999999999997,3.4,1.550970248342482,2859.0,1,1.0,82,0.7317455899708678
243,1.25,1.4,0.1499999999999999,2.65,0.1486958372567464,5270.0,0,0.0,42,-2.2600592071842995
244,2.0,2.3,0.2999999999999998,4.3,0.6926077948635817,3216.0,1,1.0,70,-0.16579584917568232
245,1.7,1.85,0.15000000000000013,3.55,0.2420146075975067,1945.0,0,0.0,74,0.1333846305398344
246,1.85,0.65,1.2000000000000002,2.5,1.514494142078323,3050.0,1,0.0,70,-0.16579584917568232
247,1.55,0.8,0.75,2.35,0.9915935475967711,2678.0,1,0.0,76,0.2829748703975928
248,1.55,1.1,0.44999999999999996,2.6500000000000004,0.9010162211154787,1018.0,1,0.0,90,1.3301065494019009
249,1.1,2.0,0.8999999999999999,3.1,0.7870391550097775,3446.0,1,1.0,54,-1.3625177680377492
250,1.85,1.1,0.75,2.95,0.4290519920663741,2643.0,1,0.0,60,-0.9137470484644742
251,0.95,2.0,1.05,2.95,0.22523293481242246,2215.0,0,0.0,56,-1.212927528179991
252,0.95,0.8,0.1499999999999999,1.75,0.47165020385770084,1759.0,0,1.0,58,-1.0633372883222325
253,2.0,1.1,0.8999999999999999,3.1,1.283382456076971,2106.0,1,0.0,80,0.5821553501131095
254,1.85,1.1,0.75,2.95,1.5589419390779198,1732.0,1,0.0,94,1.6292870291174182
255,1.25,1.85,0.6000000000000001,3.1,1.476618132860911,3089.0,1,1.0,48,-1.811288487611024
256,2.0,2.0,0.0,4.0,1.6616797944372657,3174.0,0,0.0,60,-0.9137470484644742
257,1.25,1.7,0.44999999999999996,2.95,0.8219576911053774,2764.0,1,1.0,58,-1.0633372883222325
258,1.7,1.4,0.30000000000000004,3.0999999999999996,0.5676829397486339,1004.0,1,0.0,62,-0.7641568086067158
