,0,1,2,3
0,1061.2489332312944,0.0,2.0365221353963916,1.0
1,1189.6314245833748,0.0,97.99940066559766,1.0
2,1022.905591838553,0.0,1.6022876157905879,1.0
3,1052.20215212224,0.0,2.218891285272988,1.0
4,964.9895857043928,0.0,6.55942766261515,1.0
5,1035.1448431795989,0.0,1.806328018885239,1.0
6,1038.9613965047904,0.0,1.8767278903843116,1.0
7,1065.1067017697183,0.0,1.8286908072847259,1.0
8,1121.1217732764126,0.0,2.4854030360588037,1.0
9,1076.7063833412187,0.0,1.8585410762371135,1.0
10,1103.8146873231372,0.0,23.44012253112976,1.0
11,1041.5346870744866,0.0,2.801400528089017,1.0
12,1074.361401908502,0.0,2.2946925019638376,1.0
13,1090.5452429673758,0.0,1.3267270351978828,1.0
14,1052.074985508738,0.0,1.7890139039202004,1.0
15,1056.7642926432086,0.0,2.385640122499947,1.0
16,1045.347775725144,0.0,2.0669442572844403,1.0
17,1008.1019829348759,0.0,2.516444286482276,1.0
18,1053.3384044121408,0.0,2.7324051902517006,1.0
19,933.0704927384612,0.0,3.6990011926500617,1.0
20,1101.5209276717876,0.0,2.25104836594856,1.0
21,1157.923650518762,0.0,1.904942026777218,1.0
22,991.4301218375901,0.0,2.1340479071763316,1.0
23,1087.9438096405497,0.0,2.5154867817376463,1.0
24,1129.5410927974738,0.0,2.0531099560814767,1.0
25,1160.720090445431,0.0,33.9068855138451,1.0
26,1066.2904691665867,0.0,2.6109034227854844,1.0
27,1068.4740437732949,0.0,1.87441167483572,1.0
28,1110.036575856188,0.0,2.43896545571231,1.0
29,1069.7790561250106,0.0,2.375366321530606,1.0
30,1133.2760323518926,0.0,1.7947212098042444,1.0
