,0,1,2,3
0,1076.990792801784,0.0,1.3440356216263472,1.0
1,996.9827167234972,0.0,1.2915945566524014,1.0
2,1027.6117778474807,0.0,1.9815928769778381,1.0
3,1067.2182073920224,0.0,1.8061071010793013,1.0
4,964.8318376452919,0.0,3.02485514893968,1.0
5,1037.8734589038756,0.0,2.0379204016160197,1.0
6,1044.686129635216,0.0,1.6022957202022012,1.0
7,1168.580320701202,0.0,45.99975125816965,1.0
8,1124.895454892607,0.0,1.752839495621828,1.0
9,1112.8984528557933,0.0,17.55478238249122,1.0
10,1072.2444535830502,0.0,1.941310997917037,1.0
11,1062.8926645569304,0.0,2.091309388073057,1.0
12,1089.9957759991212,0.0,1.2786705718890472,1.0
13,1091.665836225898,0.0,1.4495286945472263,1.0
14,1059.9983140935706,0.0,1.6797957174365288,1.0
15,1065.4978835251027,0.0,1.5129717319665166,1.0
16,1047.7466977136032,0.0,1.3657467954654388,1.0
17,1034.0720750200069,0.0,2.1534796141182615,1.0
18,1062.3585697822077,0.0,1.645225954449501,1.0
19,1170.825283966376,0.0,107.44299243388066,1.0
20,1111.8952268479973,0.0,1.7233873183878274,1.0
21,2658.023888697243,0.0,750.146320418337,1.0
22,1003.5251619235062,0.0,1.746787457950606,1.0
23,1112.477837747361,0.0,1.8496769499103538,1.0
24,1962.2473843431676,0.0,414.53739504859027,1.0
25,1099.2318816035656,0.0,1.5963064355146612,1.0
26,1081.8809296839945,0.0,1.5549322479182366,1.0
27,1075.4638978211335,0.0,1.993361278742663,1.0
28,2720.2976664621337,0.0,801.3806557194835,1.0
29,1095.6804503685914,0.0,1.636963905924812,1.0
30,1134.9379645357135,0.0,1.7270215768800585,1.0
