,0,1,2,3
0,2427.5841590676,0.0,657.234680674407,1.0
1,1098.660812266661,0.0,2.0410216910286327,1.0
2,4417.204453515414,0.0,1652.8615452905224,1.0
3,1388.4132421549307,0.0,123.60356082515489,1.0
4,1206.9959324636418,0.0,47.64008104336114,1.0
5,1097.195566134919,0.0,2.1840158981503546,1.0
6,1087.692575667534,0.0,2.184887732099175,1.0
7,1461.6135461752729,0.0,189.3626849518337,1.0
8,1092.8584138777965,0.0,1.800793971097431,1.0
9,1959.333245921198,0.0,437.4620219104777,1.0
10,1068.0005294743912,0.0,2.016573929420135,1.0
11,1074.35646424265,0.0,2.0701772626138246,1.0
12,3061.5530097457777,0.0,981.633879035047,1.0
13,1485.0077524925182,0.0,172.35844248881955,1.0
14,8664.47451349283,0.0,3772.3735927813195,1.0
15,1079.2782378497843,0.0,1.88874672682057,1.0
16,1047.3068733778675,0.0,2.0698037695435567,1.0
17,1099.3578941560252,0.0,2.260664581120691,1.0
18,1077.8042802785965,0.0,1.8889474390459535,1.0
19,3685.655298894457,0.0,1314.5121462087106,1.0
20,1149.9354752853326,0.0,2.1797463600571354,1.0
21,6285.221019572086,0.0,2562.56405797732,1.0
22,1047.4274742199161,0.0,2.197466328857814,1.0
23,1135.8223374776765,0.0,1.894245195651145,1.0
24,8071.2585219485545,0.0,3469.7631529469677,1.0
25,1154.8094368885336,0.0,1.8614405933840021,1.0
26,1182.0999504547976,0.0,1.6949253747745534,1.0
27,4261.550391253135,0.0,1618.2488274356622,1.0
28,1209.9023721240312,0.0,1.4680310163043748,1.0
29,1115.1969362187465,0.0,2.1421503758222187,1.0
30,1173.1027748052923,0.0,1.9299146390786257,1.0
