,0,1,2,3
0,3675.105869454982,0.0,1279.9164282471838,1.0
1,1776.8173085618273,0.0,340.8346395104822,1.0
2,11692.410924966482,0.0,5290.464382702678,1.0
3,2798.965684073267,0.0,828.9099838002725,1.0
4,1564.9645501489094,0.0,226.51531690984623,1.0
5,1096.4955556039972,0.0,1.960035886594372,1.0
6,1087.0261144100823,0.0,1.951314857773879,1.0
7,1084.0802647046353,0.0,2.2567605565390085,1.0
8,1114.061390124421,0.0,19.419657034113904,1.0
9,1083.740979266493,0.0,1.99816935275682,1.0
10,1066.4975551383734,0.0,1.8322082017071293,1.0
11,1073.9765758364101,0.0,1.9697236587424807,1.0
12,3809.843914557982,0.0,1361.9316798650266,1.0
13,1143.5060376039312,0.0,1.9075385891118817,1.0
14,7133.806795285356,0.0,3006.694371756989,1.0
15,1234.6273348713023,0.0,79.3918169794932,1.0
16,2997.185338613125,0.0,976.7227885298378,1.0
17,1098.8972890568862,0.0,2.0986627753297586,1.0
18,1077.313651114188,0.0,1.7099183627161403,1.0
19,1049.093353683247,0.0,2.89444424804792,1.0
20,1149.4875192667857,0.0,2.0079539493641,1.0
21,1161.1495466968008,0.0,1.944721408587677,1.0
22,1047.168338786116,0.0,2.108806225504225,1.0
23,1132.2194410708537,0.0,2.4822472151493202,1.0
24,1135.3475425571814,0.0,2.4675559802797244,1.0
25,1381.2763454839805,0.0,114.8577878078765,1.0
26,1178.666256392617,0.0,1.9784574128223955,1.0
27,1028.499872079822,0.0,2.0506158882900527,1.0
28,2764.9022349916377,0.0,778.7230797332905,1.0
29,1436.10954858972,0.0,166.9360707205944,1.0
30,1172.3207760011642,0.0,1.8412406639230645,1.0
