,0,1,2,3
0,1060.5122303962169,0.0,1.641860692832278,1.0
1,1810.220350332098,0.0,364.9675226304634,1.0
2,1080.868088527505,0.0,2.58903896531169,1.0
3,1087.5035316577541,0.0,1.6728380913904919,1.0
4,1053.200825596713,0.0,1.9133575507485843,1.0
5,1064.3621829318477,0.0,2.2372358616908827,1.0
6,1063.1955534052681,0.0,2.319713727943974,1.0
7,1023.9253155156773,0.0,2.030319281251262,1.0
8,1061.879636286693,0.0,1.6493868463975578,1.0
9,1018.3791927373317,0.0,2.5406170563576786,1.0
10,1039.912563989594,0.0,2.5029966983533267,1.0
11,1032.247402630217,0.0,1.917407982986673,1.0
12,3825.470460658994,0.0,1373.6743762307901,1.0
13,1093.0103208788803,0.0,2.0195498833254186,1.0
14,1065.6875085981803,0.0,1.7800006690784307,1.0
15,1295.2714208981677,0.0,120.9310230070682,1.0
16,966.5931328278999,0.0,1.8400252347661548,1.0
17,1042.2844752473397,0.0,1.5512905867011062,1.0
18,1075.0987883391763,0.0,1.6399722498254523,1.0
19,1008.6669857796612,0.0,2.119731211931299,1.0
20,1086.322194741495,0.0,2.1265445956986215,1.0
21,1126.038349788468,0.0,1.8227555247025649,1.0
22,1012.9910655548316,0.0,1.7508710363779345,1.0
23,1105.4375242056822,0.0,1.4382114018385015,1.0
24,1095.3113947262166,0.0,2.1280257803728606,1.0
25,1111.6017557925732,0.0,1.8438649457960303,1.0
26,1144.3239910167229,0.0,1.6809032360674188,1.0
27,998.95911269563,0.0,1.7623052627037024,1.0
28,1197.492372363491,0.0,1.6059088388463592,1.0
29,1077.7066110739886,0.0,1.7333014678876466,1.0
30,1153.901837516506,0.0,1.56120890924879,1.0
