,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,0.34701796449160144,0.7310835217916984,86.42633399640431,249.05435118617902,-422.94700755169714,595.7996755445058,29.0,31.0,0.8433219441488674
glam_full_D,glam_full_D,12.493715511912479,3.3810546112407105e-13,1.0322694476107124,0.08262309531751916,0.8632862439425665,1.2012526512788584,29.0,31.0,0.8433219441488674
