,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,1.895602417414718,0.06801866244575801,663.9027469049788,350.2331189313581,-52.40440959002308,1380.2099033999807,29.0,31.0,0.5954918357323635
glam_nobias,glam_nobias,6.53391166906634,3.723335252075255e-07,0.7912733557838105,0.1211025486509032,0.5435908335451656,1.0389558780224555,29.0,31.0,0.5954918357323635
