,predictors,tvals,pvals,betas,se,ci0,ci1,df,n,r2
const,const,2.415383591062309,0.02224830911659065,0.2790777841000039,0.1155418067476656,0.04276825603410983,0.515387312165898,29.0,31.0,0.31550530550318956
glam_nobias,glam_nobias,3.656093461417759,0.0010088495263571927,0.5850043027117628,0.160008027389133,0.2577511421163266,0.9122574633071991,29.0,31.0,0.31550530550318956
