,gamma,v,tau,s
0,0.9998007383036944,0.9999341090911973,1.0003982365543427,0.9999437417513021
1,1.0014453605829952,1.000502781529548,1.0008411258261305,1.0006226733709007
2,1.0000816088671458,1.0002579774386402,1.0002818650295862,0.999674491786541
3,1.0011982165967377,0.9996622443764981,1.0017573351684559,0.9998573288918531
4,1.0000432046487275,1.0008171625251117,1.0001118844526946,1.0002147912574784
5,0.999679804272641,1.0003754155214999,1.0006687780449868,1.0005851572043332
6,1.0005119025508145,0.9997273915901791,1.0002092238135816,0.9997505620172511
7,0.9999833641581181,1.0000438846143174,1.0003460669937316,0.9999444467793909
8,1.000073370175217,1.0003421824029324,1.0001115268645824,1.0003657950016995
9,0.9998412237531844,1.0004438423238993,0.999917420773429,0.9997875736032267
10,1.0022043196212382,1.0003301313052932,1.0008549596088745,1.0004166653785924
11,1.0000168543044516,0.9999009943882456,1.000565601445477,0.9999283679048029
12,1.000664357951257,1.000084685759436,1.0015807419016203,1.0000880752394485
13,1.0009690336168542,1.0000584594111666,1.0024595175687896,1.0003035896253434
14,1.0010251438149957,1.000023234790846,1.001003857777458,1.0006421197293807
15,1.0006518342330963,0.9997965588447552,1.000165502578814,0.9997383207764144
16,1.002522469202927,1.0002130380007304,1.0010254031071986,0.9998187701343518
17,1.0006020880364748,1.0000576191676915,1.000220604676294,1.0003091878926047
18,1.0004444337982903,1.0003404044400956,1.0002702281301565,1.000108863328828
19,1.0008833401006922,0.9999997402761777,1.0000085026812209,1.0003869230687998
20,1.0000939018278843,1.0004532755272506,1.00003352636317,1.0005925685684736
21,0.9999160473693737,0.9999148651432043,0.9999464503862743,1.0010284447012254
22,1.00136680106096,1.000196524550155,1.000556344556294,0.999856856322592
23,1.0001945596427095,0.9997127530019709,1.0005856943332223,1.0001127394989247
24,1.0016101831048698,1.0008573426576683,0.9999421318798932,1.000588166885223
25,1.0014370499551677,1.0011243767561162,1.0005670950902152,1.001068565024459
26,1.0002996140834335,1.0004560380793148,1.0015001132712917,1.0001133279984382
27,0.999978687968501,0.9996975194265013,1.0003478772635037,0.9997753440815763
28,1.0011418321568242,1.0004468297632916,0.9999619119930265,1.0007382354340848
29,0.9998416432411703,1.0000980724579596,0.9998257632894083,1.0002782111669528
30,1.0018865030814688,1.0010262790426925,0.9998891284148534,1.0003713668754306
